item_id,order_id,product_id,quantity
142,61,21,1
143,61,41,3
144,62,262,1
145,62,132,2
146,62,266,2
147,63,260,3
148,63,127,1
149,64,242,2
150,65,141,1
151,65,210,1
152,65,5,1
153,65,278,1
154,66,169,1
155,66,265,2
156,66,290,1
157,67,174,3
158,67,170,2
159,68,150,1
160,69,143,3
161,69,134,1
162,69,78,1
163,70,280,3
164,70,55,3
165,71,71,3
166,71,61,1
167,71,58,3
168,71,103,3
169,72,277,3
170,72,254,2
171,72,144,3
172,73,4,1
173,73,74,1
174,73,85,2
175,74,179,3
176,74,14,2
177,75,128,3
178,75,185,1
179,75,204,1
180,76,3,1
181,77,205,2
182,78,152,3
183,78,238,1
184,79,256,1
185,79,22,1
186,80,143,2
187,80,228,1
188,80,24,1
189,81,120,3
190,81,151,2
191,81,138,3
192,81,111,2
193,82,279,3
194,82,131,2
195,83,210,2
196,83,113,2
197,83,191,1
198,84,285,1
199,84,179,2
200,84,192,1
201,84,252,3
202,85,65,3
203,86,249,1
204,86,142,1
205,86,151,3
206,87,272,2
207,88,190,2
208,89,78,2
209,89,2,2
210,90,172,1
211,90,66,3
212,90,70,2
213,90,113,3
214,91,276,3
215,91,231,2
216,92,26,3
217,92,210,3
218,92,167,2
219,92,271,2
220,93,141,1
221,94,276,3
222,94,144,3
223,94,116,3
224,94,125,1
225,95,40,1
226,95,194,1
227,96,169,3
228,96,185,1
229,96,108,1
230,96,19,2
231,97,252,3
232,98,164,3
233,98,188,3
234,98,293,3
235,99,249,2
236,100,157,2
237,100,51,1
238,101,86,2
239,101,139,2
240,101,88,1
241,101,46,1
242,102,213,1
243,103,259,1
244,104,45,3
245,105,187,2
246,105,185,3
247,105,160,3
248,106,278,3
249,106,215,1
250,106,252,1
251,107,29,2
252,108,129,1
253,108,96,3
254,108,23,1
255,108,250,1
256,109,232,3
257,109,204,2
258,110,111,3
259,110,97,3
260,111,62,3
261,111,251,1
262,111,123,3
263,112,274,3
264,112,269,2
265,112,244,1
266,113,89,3
267,114,154,2
268,114,149,3
269,114,32,1
270,114,94,2
271,115,24,3
272,115,281,2
273,115,226,1
274,116,287,3
275,116,147,3
276,116,16,3
277,117,1,3
278,118,199,2
279,118,173,3
280,118,250,2
281,119,33,2
282,120,147,1
283,120,60,1
284,121,207,2
285,121,246,3
286,121,227,3
287,122,236,3
288,123,102,3
289,123,198,3
290,123,226,1
291,123,174,2
292,124,189,1
293,124,36,1
294,124,221,3
295,124,86,1
296,125,299,2
297,125,54,1
298,125,235,2
299,125,204,1
300,126,238,2
301,126,202,1
302,126,155,2
303,126,77,3
304,127,34,1
305,127,102,2
306,127,237,2
307,128,229,2
308,129,281,2
309,129,273,1
310,129,74,2
311,130,213,2
312,131,266,2
313,131,101,2
314,131,54,2
315,132,259,2
316,132,200,1
317,133,286,2
318,133,73,3
319,134,70,1
320,134,174,3
321,134,128,1
322,135,124,2
323,135,179,3
324,135,148,2
325,136,78,2
326,136,11,1
327,137,57,2
328,138,227,2
329,138,23,1
330,139,19,1
331,139,61,2
332,139,168,2
333,139,21,2
334,140,166,1
335,140,72,1
336,140,239,1
337,140,135,3
338,141,19,1
339,142,225,1
340,142,26,1
341,142,124,1
342,142,217,3
343,143,278,1
344,143,179,2
345,144,226,3
346,144,68,3
347,144,199,1
348,145,298,3
349,145,257,3
350,145,224,1
351,145,95,1
352,146,125,1
353,146,235,2
354,146,233,1
355,147,199,2
356,148,227,1
357,148,47,2
358,148,182,2
359,148,178,3
360,149,239,3
361,150,268,2
362,150,48,3
363,150,35,2
364,150,133,3
365,151,74,3
366,151,268,1
367,151,152,1
368,152,138,1
369,152,42,2
370,152,67,1
371,153,15,2
372,153,228,1
373,153,87,3
374,153,100,1
375,154,105,2
376,154,195,3
377,155,172,1
378,155,178,3
379,155,16,3
380,156,207,3
381,156,185,3
382,156,155,1
383,156,41,3
384,157,300,1
385,157,62,3
386,158,280,3
387,159,70,2
388,159,201,2
389,159,83,1
390,160,152,1
391,161,288,2
392,161,234,3
393,161,173,3
394,162,286,3
395,162,150,3
396,163,60,3
397,164,254,1
398,165,204,3
399,165,73,3
400,165,10,3
401,166,281,1
402,166,102,3
403,166,161,1
404,167,41,2
405,167,78,2
406,168,298,3
407,168,49,3
408,169,86,2
409,170,124,1
410,170,193,1
411,170,230,2
412,170,12,3
413,171,2,1
414,171,293,2
415,171,190,3
416,171,199,1
417,172,286,3
418,172,108,3
419,172,28,1
420,173,73,1
421,174,252,2
422,174,198,2
423,175,175,2
424,175,151,3
425,175,212,1
426,175,148,2
427,176,54,1
428,176,56,1
429,176,147,1
430,177,75,2
431,177,229,3
432,177,123,3
433,177,114,2
434,178,22,1
435,179,141,2
436,179,82,2
437,179,123,1
438,179,159,2
439,180,24,3
440,180,89,3
441,180,19,2
442,181,39,1
443,181,103,3
444,181,90,1
445,181,248,2
446,182,222,2
447,183,209,1
448,183,51,1
449,183,160,1
450,184,49,3
451,184,129,3
452,184,78,1
453,184,95,3
454,185,184,1
455,185,90,3
456,185,126,1
457,186,265,2
458,186,299,2
459,186,93,3
460,186,87,2
461,187,206,1
462,187,295,3
463,188,109,1
464,188,167,1
465,188,300,1
466,188,242,3
467,189,183,2
468,189,299,1
469,190,191,1
470,190,98,1
471,190,266,2
472,191,43,3
473,191,198,2
474,192,38,2
475,192,10,2
476,193,53,3
477,193,171,2
478,193,297,3
479,193,72,2
480,194,134,2
481,195,170,2
482,195,51,3
483,195,229,2
484,196,23,3
485,197,207,2
486,197,62,3
487,197,201,1
488,198,40,1
489,199,192,1
490,200,298,3
491,200,154,1
492,200,260,1
493,200,191,2
494,201,245,3
495,202,101,3
496,202,212,2
497,202,180,2
498,202,17,1
499,203,116,1
500,203,45,1
501,203,255,3
502,203,47,1
503,204,16,3
504,204,56,2
505,205,62,3
506,205,102,2
507,205,158,2
508,205,274,2
509,206,157,1
510,206,106,3
511,206,1,3
512,206,203,2
513,207,92,2
514,207,42,2
515,207,213,3
516,208,23,1
517,208,111,2
518,208,170,3
519,209,102,1
520,209,292,2
521,209,11,1
522,210,215,3
523,211,113,3
524,212,157,1
525,212,81,1
526,213,185,1
527,214,145,1
528,215,199,3
529,215,77,2
530,215,53,3
531,215,245,3
532,216,45,1
533,216,35,1
534,216,7,2
535,216,136,1
536,217,67,2
537,218,56,2
538,218,269,3
539,218,155,2
540,218,182,1
541,219,195,2
542,219,80,1
543,219,56,1
544,220,187,2
545,221,28,3
546,221,209,2
547,221,97,2
548,222,41,1
549,222,83,2
550,222,134,3
551,223,93,2
552,223,68,1
553,223,22,3
554,223,238,2
555,224,190,2
556,225,110,1
557,225,10,1
558,225,293,1
559,225,184,2
560,226,181,1
561,226,57,1
562,226,275,1
563,227,179,2
564,227,29,3
565,227,89,1
566,228,72,1
567,228,121,3
568,228,241,2
569,229,190,2
570,229,131,1
571,230,67,2
572,231,111,2
573,231,183,2
574,232,176,1
575,232,16,1
576,233,107,1
577,233,200,1
578,234,1,2
579,234,195,2
580,235,215,2
581,235,274,3
582,235,6,3
583,235,51,3
584,236,83,3
585,236,145,1
586,236,165,3
587,237,153,2
588,237,128,3
589,237,218,1
590,237,156,1
591,238,197,2
592,238,42,3
593,238,235,1
594,238,245,2
595,239,247,3
596,239,16,1
597,240,157,3
598,240,102,1
599,240,120,1
600,241,189,1
601,241,137,3
602,241,222,2
603,241,291,1
604,242,201,1
605,242,230,1
606,242,126,1
607,243,272,1
608,243,186,1
609,243,225,1
610,244,84,3
611,244,283,1
612,244,206,3
613,245,87,3
614,246,120,2
615,246,218,3
616,247,12,1
617,247,44,1
618,247,32,1
619,248,104,2
620,248,65,2
621,248,98,1
622,248,135,3
623,249,60,3
624,249,201,2
625,249,18,2
626,249,48,3
627,250,80,3
628,250,92,3
629,251,68,3
630,251,168,1
631,252,234,1
632,252,116,3
633,252,177,3
634,253,149,3
635,253,83,1
636,253,87,3
637,253,37,3
638,254,298,2
639,254,193,1
640,255,291,1
641,255,42,2
642,256,30,1
643,256,210,2
644,256,281,2
645,257,294,1
646,257,1,3
647,257,200,3
648,257,251,1
649,258,52,3
650,258,253,1
651,259,50,2
652,259,173,2
653,259,249,1
654,259,82,2
655,260,38,3
656,260,220,3
657,260,172,2
658,261,14,3
659,261,269,2
660,262,79,1
661,263,6,3
662,263,100,1
663,263,29,1
664,264,196,1
665,265,133,3
666,265,86,1
667,266,59,3
668,266,221,1
669,266,242,3
670,267,275,2
671,267,108,1
672,267,68,2
673,267,271,1
674,268,47,2
675,268,110,2
676,268,14,3
677,268,146,1
678,269,127,1
679,269,48,3
680,269,85,3
681,269,226,2
682,270,233,1
683,270,123,2
684,270,83,2
685,271,85,1
686,271,91,2
687,272,163,1
688,273,295,3
689,273,253,3
690,274,261,3
691,274,57,3
692,274,82,2
693,275,193,3
694,276,203,2
695,276,165,1
696,276,121,3
697,277,148,1
698,278,69,2
699,278,47,3
700,278,177,3
701,278,262,2
702,279,276,1
703,280,290,1
704,280,198,2
705,281,160,3
706,282,186,1
707,282,188,3
708,282,237,1
709,283,119,1
710,283,289,2
711,284,270,2
712,284,93,2
713,285,57,1
714,285,260,1
715,285,147,3
716,285,136,3
717,286,248,3
718,286,212,1
719,286,188,3
720,287,158,1
721,287,195,3
722,288,143,3
723,288,67,3
724,288,6,2
725,288,126,2
726,289,227,2
727,289,33,3
728,289,275,1
729,290,147,3
730,291,197,2
731,291,239,1
732,291,256,3
733,291,198,3
734,292,283,1
735,292,53,1
736,292,29,2
737,293,170,3
738,293,248,1
739,294,4,2
740,295,62,2
741,295,199,2
742,295,38,3
743,296,108,3
744,296,198,2
745,296,175,1
746,296,142,2
747,297,195,1
748,297,10,1
749,298,25,2
750,298,95,3
751,298,217,1
752,298,221,3
753,299,2,1
754,300,40,2
755,301,184,2
756,301,75,1
757,302,264,2
758,303,98,3
759,303,131,3
760,303,176,1
761,304,166,1
762,304,128,1
763,304,284,3
764,304,253,2
765,305,70,2
766,306,35,3
767,307,106,1
768,307,8,2
769,307,108,2
770,308,80,2
771,309,77,1
772,310,162,1
773,310,161,2
774,310,280,2
775,311,200,2
776,311,69,2
777,312,287,3
778,312,17,1
779,312,13,2
780,313,19,3
781,314,268,3
782,314,207,3
783,315,232,3
784,316,48,2
785,317,109,1
786,317,20,1
787,318,147,3
788,318,6,3
789,319,111,3
790,319,170,3
791,320,207,3
792,320,281,2
793,321,97,3
794,322,32,1
795,322,121,1
796,323,97,3
797,323,12,3
798,324,113,2
799,325,216,2
800,325,272,1
801,325,114,3
802,325,129,3
803,326,5,2
804,326,189,1
805,327,147,2
806,327,108,3
807,327,75,1
808,328,103,3
809,328,156,3
810,329,208,3
811,330,158,3
812,330,269,1
813,331,96,2
814,331,98,1
815,331,41,1
816,332,102,1
817,333,126,3
818,333,156,3
819,333,197,3
820,333,286,3
821,334,290,1
822,334,182,1
823,334,132,2
824,334,116,1
825,335,142,3
826,336,153,2
827,336,17,3
828,336,244,1
829,337,46,3
830,337,261,2
831,338,243,1
832,338,196,1
833,338,109,2
834,338,217,3
835,339,92,2
836,339,173,1
837,339,126,1
838,339,73,1
839,340,261,2
840,340,153,3
841,341,236,3
842,341,90,1
843,341,152,3
844,342,259,3
845,342,187,3
846,343,13,3
847,343,241,1
848,344,275,2
849,344,181,1
850,345,277,3
851,345,212,1
852,345,184,3
853,346,1,2
854,346,146,2
855,347,288,1
856,348,158,1
857,348,267,2
858,349,187,1
859,350,114,2
860,351,151,1
861,351,83,1
862,351,269,2
863,352,295,3
864,352,100,2
865,353,243,2
866,354,32,3
867,354,66,2
868,354,99,1
869,355,3,1
870,355,64,3
871,355,65,1
872,355,40,2
873,356,145,3
874,356,210,2
875,357,205,1
876,357,29,3
877,357,68,1
878,358,114,2
879,358,279,3
880,358,186,2
881,359,65,2
882,359,258,2
883,360,112,3
884,360,61,1
885,360,30,2
886,360,37,2
887,361,159,3
888,362,222,3
889,362,13,2
890,362,239,2
891,362,143,1
892,363,18,3
893,363,27,1
894,364,214,3
895,364,291,2
896,365,273,3
897,365,130,1
898,365,222,3
899,366,219,1
900,367,220,2
901,367,114,2
902,367,102,1
903,368,109,3
904,368,169,2
905,369,3,1
906,369,38,2
907,370,83,3
908,370,230,1
909,371,227,1
910,371,35,1
911,371,5,2
912,371,138,1
913,372,37,2
914,373,87,2
915,374,268,3
916,374,99,1
917,374,266,3
918,375,133,2
919,376,17,1
920,376,235,1
921,377,58,1
922,377,270,3
923,377,128,1
924,378,248,3
925,379,175,3
926,379,4,3
927,379,242,1
928,380,266,2
929,381,243,3
930,381,20,2
931,381,88,3
932,382,283,1
933,382,57,1
934,382,123,3
935,383,127,1
936,383,288,1
937,383,177,3
938,384,272,3
939,384,190,2
940,385,92,2
941,385,67,2
942,386,118,3
943,387,184,1
944,387,153,1
945,387,131,1
946,388,165,1
947,388,229,1
948,389,62,1
949,390,283,1
950,390,150,3
951,391,91,1
952,391,285,2
953,391,85,1
954,392,160,1
955,392,293,3
956,392,282,1
957,392,1,2
958,393,55,1
959,393,59,3
960,394,33,3
961,394,27,2
962,395,206,3
963,395,220,3
964,395,110,2
965,396,252,3
966,396,209,2
967,396,197,1
968,396,257,2
969,397,113,1
970,397,85,3
971,397,72,3
972,398,38,1
973,398,43,3
974,399,29,3
975,399,192,2
976,399,281,3
977,399,8,1
978,400,280,3
979,400,275,1
980,400,291,3
981,401,246,2
982,401,265,2
983,401,202,1
984,402,18,1
985,402,60,3
986,402,285,3
987,403,53,1
988,403,45,3
989,403,138,3
990,404,126,2
991,404,133,3
992,404,151,1
993,405,63,1
994,405,36,3
995,405,194,2
996,406,92,2
997,406,165,3
998,407,218,1
999,408,52,2
1000,408,1,3
1001,409,240,1
1002,409,276,2
1003,410,283,3
1004,410,30,1
1005,410,147,3
1006,411,73,1
1007,411,143,3
1008,411,118,3
1009,411,70,2
1010,412,244,3
1011,413,292,3
1012,413,207,3
1013,413,126,2
1014,413,10,2
1015,414,29,1
1016,415,281,1
1017,415,197,2
1018,415,278,1
1019,416,109,2
1020,416,192,3
1021,416,235,3
1022,417,89,3
1023,418,253,2
1024,418,40,3
1025,418,173,2
1026,419,66,3
1027,419,41,1
1028,419,251,3
1029,420,210,2
1030,420,26,1
1031,420,44,2
1032,421,56,1
1033,421,129,3
1034,421,32,1
1035,421,243,2
1036,422,68,2
1037,422,103,3
1038,422,15,2
1039,422,184,3
1040,423,28,3
1041,424,216,2
1042,425,10,2
1043,425,94,1
1044,425,193,3
1045,426,261,3
1046,426,16,1
1047,427,194,3
1048,427,66,1
1049,427,30,2
1050,427,219,2
1051,428,119,3
1052,429,174,3
1053,430,124,3
1054,431,68,1
1055,431,269,2
1056,431,99,3
1057,431,212,3
1058,432,209,2
1059,432,125,2
1060,432,202,3
1061,432,282,1
1062,433,124,1
1063,434,198,3
1064,434,97,3
1065,434,31,3
1066,434,109,3
1067,435,83,3
1068,435,204,1
1069,435,55,3
1070,435,290,3
1071,436,19,2
1072,437,154,2
1073,437,6,3
1074,437,244,1
1075,438,31,3
1076,438,132,1
1077,438,43,3
1078,439,47,1
1079,439,67,2
1080,439,31,2
1081,439,122,2
1082,440,177,3
1083,441,98,1
1084,442,232,1
1085,442,275,1
1086,442,81,2
1087,442,280,3
1088,443,93,3
1089,443,275,2
1090,443,42,2
1091,444,298,2
1092,445,35,3
1093,445,235,2
1094,445,20,1
1095,445,52,3
1096,446,157,2
1097,446,164,3
1098,446,265,3
1099,447,61,2
1100,448,221,2
1101,448,143,1
1102,448,175,2
1103,448,126,2
1104,449,207,2
1105,449,23,3
1106,449,171,2
1107,450,22,3
1108,451,3,2
1109,451,59,1
1110,451,285,2
1111,451,15,2
1112,452,178,1
1113,452,14,2
1114,453,187,3
1115,453,40,3
1116,454,167,3
1117,454,28,3
1118,455,38,1
1119,456,270,2
1120,457,43,2
1121,457,81,3
1122,457,107,1
1123,458,191,1
1124,458,107,1
1125,458,149,1
1126,459,145,1
1127,459,96,1
1128,460,125,3
1129,460,104,3
1130,460,279,2
1131,461,85,3
1132,461,183,3
1133,461,105,1
1134,461,210,2
1135,462,276,3
1136,462,290,3
1137,463,34,3
1138,463,67,3
1139,463,172,1
1140,464,183,3
1141,464,61,2
1142,464,283,2
1143,464,261,1
1144,465,118,2
1145,466,128,2
1146,466,91,1
1147,466,194,3
1148,466,150,3
1149,467,44,2
1150,467,293,3
1151,467,96,2
1152,467,42,3
1153,468,154,3
1154,469,92,2
1155,469,280,2
1156,469,188,3
1157,469,67,2
1158,470,135,2
1159,470,158,3
1160,471,223,3
1161,471,207,2
1162,471,214,3
1163,471,251,1
1164,472,138,1
1165,472,282,1
1166,472,51,2
1167,472,40,1
1168,473,8,2
1169,473,40,1
1170,474,202,1
1171,474,160,1
1172,474,237,2
1173,475,34,2
1174,475,231,1
1175,476,222,1
1176,477,9,1
1177,477,123,2
1178,477,169,3
1179,478,26,2
1180,478,126,1
1181,479,250,3
1182,479,139,2
1183,479,126,2
1184,479,117,1
1185,480,169,3
1186,480,126,1
1187,481,144,2
1188,481,205,3
1189,481,186,2
1190,481,92,3
1191,482,119,1
1192,482,198,1
1193,483,41,2
1194,483,198,3
1195,483,234,2
1196,483,275,2
1197,484,272,3
1198,484,217,1
1199,484,66,2
1200,485,79,3
1201,485,261,2
1202,485,192,1
1203,485,209,3
1204,486,276,1
1205,486,51,2
1206,487,249,3
1207,487,124,3
1208,487,99,3
1209,488,9,3
1210,488,163,1
1211,489,213,2
1212,489,4,2
1213,489,107,2
1214,489,118,1
1215,490,265,2
1216,491,4,3
1217,491,63,3
1218,492,289,3
1219,492,236,1
1220,492,183,3
1221,493,273,2
1222,493,114,1
1223,494,280,3
1224,494,12,3
1225,495,15,2
1226,495,138,1
1227,495,126,1
1228,496,151,1
1229,496,218,2
1230,496,239,3
1231,497,85,1
1232,497,233,2
1233,497,76,3
1234,498,100,2
1235,499,89,1
1236,500,60,3
1237,500,81,2
1238,500,35,3
1239,500,43,2
1240,501,123,1
1241,502,228,1
1242,502,48,1
1243,502,153,3
1244,503,52,2
1245,503,194,3
1246,503,87,2
1247,504,106,2
1248,504,59,1
1249,505,178,2
1250,505,22,3
1251,506,130,3
1252,507,267,3
1253,507,216,1
1254,507,77,1
1255,507,163,3
1256,508,215,3
1257,509,53,1
1258,509,133,3
1259,509,277,3
1260,509,195,2
1261,510,8,2
1262,510,157,2
1263,511,197,3
1264,511,104,3
1265,512,299,2
1266,512,172,1
1267,512,77,2
1268,512,246,3
1269,513,61,1
1270,513,24,1
1271,513,191,3
1272,514,273,2
1273,514,295,1
1274,515,103,1
1275,516,42,1
1276,516,227,2
1277,516,273,1
1278,516,15,3
1279,517,123,3
1280,517,189,3
1281,517,262,1
1282,518,75,2
1283,518,21,2
1284,519,229,1
1285,519,235,3
1286,519,138,3
1287,520,169,1
1288,520,237,2
1289,520,116,1
1290,521,200,3
1291,521,50,2
1292,522,234,1
1293,523,259,2
1294,523,276,1
1295,524,47,3
1296,524,144,3
1297,524,224,2
1298,524,15,3
1299,525,238,1
1300,525,57,1
1301,526,72,3
1302,526,68,3
1303,526,21,1
1304,527,40,3
1305,527,209,2
1306,527,61,2
1307,527,99,3
1308,528,114,2
1309,528,281,1
1310,528,300,2
1311,528,59,1
1312,529,82,3
1313,529,162,1
1314,529,297,1
1315,530,102,2
1316,530,49,3
1317,531,84,1
1318,531,128,3
1319,531,130,3
1320,531,249,3
1321,532,297,2
1322,532,211,1
1323,533,291,2
1324,533,268,1
1325,533,95,3
1326,533,191,1
1327,534,194,2
1328,534,149,1
1329,534,287,3
1330,534,216,3
1331,535,212,2
1332,535,69,2
1333,535,216,3
1334,535,36,1
1335,536,59,3
1336,536,36,3
1337,536,282,2
1338,537,70,1
1339,537,151,1
1340,538,127,1
1341,539,82,2
1342,539,199,2
1343,540,132,3
1344,540,148,1
1345,540,237,2
1346,540,180,1
1347,541,298,1
1348,541,280,2
1349,541,249,1
1350,541,268,1
1351,542,6,2
1352,542,79,3
1353,542,82,3
1354,542,1,1
1355,543,12,1
1356,544,270,3
1357,544,171,3
1358,544,294,1
1359,544,90,2
1360,545,67,3
1361,545,181,1
1362,545,123,1
1363,545,120,1
1364,546,221,1
1365,546,178,1
1366,546,84,3
1367,546,295,2
1368,547,241,2
1369,547,109,2
1370,548,15,3
1371,548,284,3
1372,549,189,3
1373,550,283,2
1374,550,47,1
1375,550,193,1
1376,551,240,1
1377,551,250,1
1378,551,95,2
1379,551,145,1
1380,552,42,2
1381,552,159,3
1382,552,145,3
1383,553,245,1
1384,554,276,3
1385,554,96,2
1386,554,226,2
1387,555,92,2
1388,555,269,1
1389,555,273,2
1390,555,74,1
1391,556,21,1
1392,557,20,3
1393,557,142,1
1394,557,218,2
1395,557,134,3
1396,558,24,1
1397,559,294,2
1398,560,153,2
1399,560,213,2
1400,560,70,3
1401,561,74,2
1402,561,137,2
1403,561,143,2
1404,561,223,3
1405,562,54,3
1406,562,193,1
1407,562,8,1
1408,563,191,1
1409,563,289,2
1410,563,190,2
1411,564,69,2
1412,564,194,3
1413,564,103,2
1414,565,31,1
1415,565,128,1
1416,565,121,3
1417,566,77,2
1418,566,285,1
1419,566,43,3
1420,566,283,1
1421,567,250,1
1422,568,179,3
1423,569,102,2
1424,570,136,2
1425,571,244,1
1426,571,166,1
1427,572,153,2
1428,573,19,3
1429,573,238,2
1430,574,219,1
1431,574,295,1
1432,574,54,1
1433,574,134,2
1434,575,194,1
1435,575,67,2
1436,575,70,2
1437,575,287,3
1438,576,87,1
1439,576,262,1
1440,576,160,1
1441,576,83,2
1442,577,233,1
1443,577,22,3
1444,577,293,1
1445,578,241,2
1446,578,293,3
1447,579,194,2
1448,579,142,2
1449,579,195,3
1450,580,17,3
1451,580,291,1
1452,580,281,2
1453,580,223,3
1454,581,83,2
1455,581,87,1
1456,581,198,2
1457,581,8,3
1458,582,154,1
1459,583,291,1
1460,583,150,2
1461,584,188,2
1462,584,48,1
1463,585,172,1
1464,585,195,3
1465,585,86,3
1466,586,181,2
1467,586,175,1
1468,586,191,1
1469,586,114,2
1470,587,292,3
1471,587,57,2
1472,588,132,3
1473,588,278,1
1474,589,253,3
1475,590,192,1
1476,590,200,3
1477,590,221,1
1478,591,127,3
1479,591,64,2
1480,591,187,3
1481,592,263,3
1482,592,290,3
1483,593,231,2
1484,593,284,1
1485,593,218,2
1486,594,113,2
1487,595,107,1
1488,595,73,2
1489,595,5,1
1490,595,254,2
1491,596,192,1
1492,596,62,3
1493,597,243,1
1494,597,272,1
1495,597,20,2
1496,598,174,2
1497,598,43,3
1498,599,84,3
1499,600,253,3
1500,600,194,3
1501,600,109,1
1502,600,79,3
1503,601,295,3
1504,601,186,2
1505,602,94,3
1506,602,1,2
1507,603,98,1
1508,604,156,3
1509,604,148,3
1510,604,28,3
1511,604,199,1
1512,605,77,2
1513,606,119,3
1514,606,196,1
1515,606,102,3
1516,606,142,3
1517,607,175,3
1518,608,259,1
1519,608,219,1
1520,609,53,3
1521,609,294,2
1522,610,191,1
1523,610,279,3
1524,610,127,2
1525,610,92,3
1526,611,100,2
1527,611,28,1
1528,611,1,3
1529,612,39,1
1530,612,271,1
1531,613,225,1
1532,613,204,1
1533,613,239,3
1534,614,162,2
1535,614,196,3
1536,615,197,1
1537,615,171,1
1538,615,226,2
1539,616,59,1
1540,616,24,3
1541,616,163,3
1542,616,229,1
1543,617,141,1
1544,617,299,1
1545,617,203,3
1546,617,125,3
1547,618,40,3
1548,619,74,3
1549,619,215,3
1550,619,178,2
1551,619,152,2
1552,620,266,2
1553,620,41,1
1554,620,218,3
1555,620,2,2
1556,621,91,2
1557,621,217,2
1558,622,49,1
1559,622,240,1
1560,623,257,3
1561,623,68,2
1562,623,43,1
1563,624,85,3
1564,625,246,3
1565,625,295,1
1566,626,10,1
1567,626,143,1
1568,626,52,2
1569,627,218,1
1570,628,3,3
1571,628,50,2
1572,629,190,3
1573,629,7,2
1574,629,79,2
1575,630,91,2
1576,630,40,3
1577,631,189,1
1578,631,75,1
1579,632,128,3
1580,632,70,1
1581,633,66,2
1582,633,95,3
1583,633,199,3
1584,633,84,1
1585,634,179,1
1586,635,36,3
1587,636,85,1
1588,636,130,2
1589,637,124,3
1590,638,287,3
1591,638,268,1
1592,638,4,1
1593,639,257,1
1594,639,284,2
1595,639,120,1
1596,640,237,2
1597,640,155,1
1598,641,35,2
1599,641,161,3
1600,641,147,3
1601,642,285,2
1602,642,116,1
1603,643,224,1
1604,643,59,2
1605,643,8,1
1606,644,158,1
1607,645,25,1
1608,645,288,1
1609,646,152,3
1610,647,246,2
1611,648,268,2
1612,648,60,2
1613,649,179,2
1614,650,93,3
1615,650,73,1
1616,651,125,3
1617,651,30,2
1618,651,138,1
1619,652,163,3
1620,652,253,1
1621,652,158,2
1622,653,46,2
1623,653,269,3
1624,654,288,3
1625,654,76,2
1626,654,128,3
1627,655,134,3
1628,655,194,2
1629,655,249,1
1630,656,288,2
1631,657,277,3
1632,657,78,2
1633,658,219,1
1634,658,95,1
1635,658,33,3
1636,658,136,3
1637,659,207,1
1638,660,190,2
1639,660,37,1
1640,661,143,2
1641,661,71,3
1642,662,80,2
1643,663,89,2
1644,664,218,2
1645,665,151,2
1646,665,112,3
1647,665,235,3
1648,666,108,1
1649,666,251,2
1650,667,269,1
1651,667,18,2
1652,667,199,1
1653,667,276,1
1654,668,1,2
1655,668,30,3
1656,668,130,3
1657,669,29,1
1658,669,68,2
1659,669,286,1
1660,669,148,1
1661,670,38,1
1662,670,108,2
1663,670,27,3
