product_id,product_name,category,unit_price,cost_price
140,Sports_item_140,Sports,2055.92,1153.09
141,Electronics_item_141,Electronics,11235.3,8973.47
142,Books_item_142,Books,272.95,176.88
143,Home & Kitchen_item_143,Home & Kitchen,4618.17,2331.05
144,Home & Kitchen_item_144,Home & Kitchen,3657.72,2804.1
145,Toys_item_145,Toys,102.16,64.87
146,Fashion_item_146,Fashion,449.2,300.94
147,Electronics_item_147,Electronics,9813.24,5797.53
148,Beauty_item_148,Beauty,378.79,221.14
149,Toys_item_149,Toys,462.19,253.22
150,Beauty_item_150,Beauty,710.74,357.5
151,Sports_item_151,Sports,2653.11,1781.57
152,Books_item_152,Books,146.03,104.69
153,Sports_item_153,Sports,1547.87,1005.7
154,Fashion_item_154,Fashion,264.78,163.33
155,Electronics_item_155,Electronics,3767.75,1901.62
156,Beauty_item_156,Beauty,300.88,158.55
157,Electronics_item_157,Electronics,4001.08,2111.59
158,Toys_item_158,Toys,148.1,82.89
159,Toys_item_159,Toys,1199.82,600.7
160,Fashion_item_160,Fashion,1295.41,702.6
161,Electronics_item_161,Electronics,13825.3,7301.0
162,Electronics_item_162,Electronics,14334.94,9794.75
163,Electronics_item_163,Electronics,218.77,168.06
164,Toys_item_164,Toys,640.4,370.66
165,Toys_item_165,Toys,927.72,721.77
166,Fashion_item_166,Fashion,993.2,590.62
167,Fashion_item_167,Fashion,1588.44,1119.11
168,Fashion_item_168,Fashion,1783.07,1261.98
169,Toys_item_169,Toys,314.93,245.49
170,Beauty_item_170,Beauty,101.77,59.07
171,Home & Kitchen_item_171,Home & Kitchen,2615.37,1751.57
172,Books_item_172,Books,25.82,18.96
173,Books_item_173,Books,157.41,97.9
174,Books_item_174,Books,327.56,201.05
175,Electronics_item_175,Electronics,898.93,497.05
176,Sports_item_176,Sports,2869.91,1495.57
177,Sports_item_177,Sports,1097.05,714.13
178,Home & Kitchen_item_178,Home & Kitchen,2481.61,1243.75
179,Toys_item_179,Toys,616.36,379.14
180,Electronics_item_180,Electronics,14586.77,7989.87
181,Electronics_item_181,Electronics,5441.48,3405.52
182,Electronics_item_182,Electronics,5982.26,4186.08
183,Fashion_item_183,Fashion,470.25,266.31
184,Books_item_184,Books,297.1,193.14
185,Beauty_item_185,Beauty,343.82,189.36
186,Toys_item_186,Toys,249.41,125.49
187,Fashion_item_187,Fashion,228.28,152.27
188,Electronics_item_188,Electronics,13399.72,7854.24
189,Toys_item_189,Toys,413.46,221.07
190,Toys_item_190,Toys,484.7,247.76
191,Toys_item_191,Toys,1103.59,774.65
192,Home & Kitchen_item_192,Home & Kitchen,4954.02,3789.07
193,Electronics_item_193,Electronics,7200.26,4722.69
194,Electronics_item_194,Electronics,3020.53,1928.95
195,Beauty_item_195,Beauty,724.36,373.23
196,Electronics_item_196,Electronics,12980.64,7818.04
197,Fashion_item_197,Fashion,1804.05,1411.24
198,Sports_item_198,Sports,2029.05,1418.97
199,Beauty_item_199,Beauty,373.15,280.11
200,Toys_item_200,Toys,1155.09,846.13
201,Books_item_201,Books,256.34,174.83
202,Beauty_item_202,Beauty,682.59,452.12
203,Beauty_item_203,Beauty,647.01,422.28
204,Electronics_item_204,Electronics,1124.18,691.58
205,Beauty_item_205,Beauty,366.66,198.91
206,Books_item_206,Books,58.95,38.94
207,Beauty_item_207,Beauty,86.41,51.06
208,Fashion_item_208,Fashion,1501.96,1185.54
209,Home & Kitchen_item_209,Home & Kitchen,3597.82,2870.3
210,Fashion_item_210,Fashion,1411.76,830.31
211,Fashion_item_211,Fashion,1360.5,966.84
212,Home & Kitchen_item_212,Home & Kitchen,1877.48,948.72
213,Home & Kitchen_item_213,Home & Kitchen,3524.9,1785.4
214,Beauty_item_214,Beauty,512.33,281.31
215,Fashion_item_215,Fashion,1152.93,750.76
216,Electronics_item_216,Electronics,400.0,243.54
217,Sports_item_217,Sports,1823.22,1375.77
218,Sports_item_218,Sports,2671.49,1723.53
219,Sports_item_219,Sports,2198.85,1308.18
220,Fashion_item_220,Fashion,717.26,400.47
221,Books_item_221,Books,233.54,138.81
222,Home & Kitchen_item_222,Home & Kitchen,449.32,317.0
223,Beauty_item_223,Beauty,572.05,347.81
224,Beauty_item_224,Beauty,79.84,50.13
225,Sports_item_225,Sports,1354.89,949.24
226,Beauty_item_226,Beauty,266.02,187.49
227,Electronics_item_227,Electronics,13098.03,7482.19
228,Electronics_item_228,Electronics,14688.01,9046.5
229,Home & Kitchen_item_229,Home & Kitchen,1358.28,850.9
230,Beauty_item_230,Beauty,93.63,50.35
231,Fashion_item_231,Fashion,858.15,625.36
232,Beauty_item_232,Beauty,722.24,505.17
233,Fashion_item_233,Fashion,255.18,179.04
234,Books_item_234,Books,261.46,193.93
235,Toys_item_235,Toys,995.54,757.07
236,Sports_item_236,Sports,1271.69,902.09
237,Fashion_item_237,Fashion,573.09,458.36
238,Books_item_238,Books,86.63,43.58
239,Toys_item_239,Toys,204.11,149.56
240,Sports_item_240,Sports,1368.01,867.66
241,Toys_item_241,Toys,1147.38,890.24
242,Electronics_item_242,Electronics,4805.68,2704.24
243,Beauty_item_243,Beauty,681.82,526.23
244,Toys_item_244,Toys,663.67,457.15
245,Books_item_245,Books,117.63,87.07
246,Home & Kitchen_item_246,Home & Kitchen,3171.65,2064.92
247,Beauty_item_247,Beauty,66.88,51.82
248,Sports_item_248,Sports,1865.58,1040.63
249,Toys_item_249,Toys,739.47,520.02
250,Beauty_item_250,Beauty,430.1,307.71
251,Home & Kitchen_item_251,Home & Kitchen,2919.83,2290.11
252,Sports_item_252,Sports,208.41,110.85
253,Sports_item_253,Sports,562.33,397.6
254,Home & Kitchen_item_254,Home & Kitchen,3238.61,2486.01
255,Beauty_item_255,Beauty,591.64,386.05
256,Home & Kitchen_item_256,Home & Kitchen,4959.4,2875.62
257,Fashion_item_257,Fashion,1674.72,1051.79
258,Electronics_item_258,Electronics,9801.28,7039.09
259,Home & Kitchen_item_259,Home & Kitchen,3179.76,1723.91
260,Sports_item_260,Sports,1356.71,906.87
261,Fashion_item_261,Fashion,1705.64,1079.83
262,Electronics_item_262,Electronics,13797.46,8721.54
263,Toys_item_263,Toys,672.07,496.58
264,Toys_item_264,Toys,712.19,561.25
265,Home & Kitchen_item_265,Home & Kitchen,3311.87,2175.28
266,Electronics_item_266,Electronics,549.16,342.74
267,Toys_item_267,Toys,380.12,275.37
268,Beauty_item_268,Beauty,182.46,102.46
269,Sports_item_269,Sports,609.08,327.49
270,Home & Kitchen_item_270,Home & Kitchen,1575.7,1206.63
271,Toys_item_271,Toys,936.67,674.94
272,Sports_item_272,Sports,2402.14,1395.22
273,Fashion_item_273,Fashion,1780.51,963.6
274,Fashion_item_274,Fashion,705.87,477.19
275,Electronics_item_275,Electronics,1723.0,1238.9
276,Fashion_item_276,Fashion,805.13,592.03
277,Books_item_277,Books,207.3,114.9
278,Fashion_item_278,Fashion,1482.79,853.56
279,Home & Kitchen_item_279,Home & Kitchen,2469.33,1290.62
280,Sports_item_280,Sports,1872.71,1310.44
281,Toys_item_281,Toys,473.05,371.97
282,Toys_item_282,Toys,1052.78,749.98
283,Books_item_283,Books,291.19,167.64
284,Electronics_item_284,Electronics,9920.87,5550.35
285,Toys_item_285,Toys,198.48,158.75
286,Fashion_item_286,Fashion,1263.63,795.2
287,Sports_item_287,Sports,900.09,613.12
288,Toys_item_288,Toys,88.02,46.51
289,Toys_item_289,Toys,68.44,44.47
290,Beauty_item_290,Beauty,488.47,253.39
291,Home & Kitchen_item_291,Home & Kitchen,3614.49,2057.07
292,Toys_item_292,Toys,831.69,660.84
293,Toys_item_293,Toys,838.59,641.49
294,Fashion_item_294,Fashion,1898.99,1226.8
295,Fashion_item_295,Fashion,1419.53,1072.58
296,Fashion_item_296,Fashion,745.39,431.15
297,Sports_item_297,Sports,2842.47,2040.58
298,Home & Kitchen_item_298,Home & Kitchen,1121.82,712.05
299,Toys_item_299,Toys,961.85,638.78
300,Books_item_300,Books,266.98,193.86
