order_id,customer_id,order_date,status
151,1147,2023-01-08,completed
152,458,2023-01-08,returned
153,1980,2023-01-09,returned
154,916,2023-01-10,completed
155,1150,2023-01-10,cancelled
156,1367,2023-01-10,completed
157,469,2023-01-10,completed
158,1205,2023-01-10,completed
159,1931,2023-01-10,completed
160,1537,2023-01-10,cancelled
161,1569,2023-01-10,completed
162,280,2023-01-10,completed
163,1020,2023-01-10,completed
164,797,2023-01-10,completed
165,1653,2023-01-10,completed
166,1620,2023-01-11,
167,1049,2023-01-11,returned
168,459,2023-01-11,completed
169,1880,2023-01-11,completed
170,1390,2023-01-11,completed
171,38,2023-01-11,completed
172,1181,2023-01-11,returned
173,1607,2023-01-11,returned
174,749,2023-01-11,completed
175,177,2023-01-11,completed
176,219,2023-01-11,completed
177,507,2023-01-11,completed
178,329,2023-01-12,completed
179,81,2023-01-12,completed
180,1889,2023-01-12,completed
181,622,2023-01-12,completed
182,1462,2023-01-12,
183,1096,2023-01-12,completed
184,892,2023-01-12,returned
185,924,2023-01-12,completed
186,1514,2023-01-12,completed
187,1080,2023-01-12,completed
188,670,2023-01-12,completed
189,1013,2023-01-12,completed
190,1740,2023-01-12,completed
191,1828,2023-01-12,completed
192,582,2023-01-12,completed
193,1046,2023-01-12,completed
194,1032,2023-01-12,completed
195,390,2023-01-13,cancelled
196,1474,2023-01-13,completed
197,337,2023-01-13,completed
198,1819,2023-01-13,completed
199,1894,2023-01-13,cancelled
200,580,2023-01-13,cancelled
201,572,2023-01-13,completed
202,419,2023-01-13,completed
203,211,2023-01-13,completed
204,81,2023-01-13,completed
205,279,2023-01-13,completed
206,154,2023-01-13,completed
207,966,2023-01-13,completed
208,133,2023-01-13,cancelled
209,812,2023-01-13,completed
210,370,2023-01-13,completed
211,1097,2023-01-13,completed
212,1398,2023-01-13,completed
213,1114,2023-01-13,completed
214,1089,2023-01-13,completed
215,264,2023-01-14,completed
216,112,2023-01-14,completed
217,918,2023-01-14,completed
218,1896,2023-01-14,completed
219,853,2023-01-14,completed
220,120,2023-01-14,completed
221,434,2023-01-14,cancelled
222,1591,2023-01-14,completed
223,1960,2023-01-14,completed
224,110,2023-01-14,completed
225,679,2023-01-14,completed
226,299,2023-01-14,completed
227,1150,2023-01-14,completed
228,1248,2023-01-14,completed
229,420,2023-01-14,completed
230,1825,2023-01-14,completed
231,1113,2023-01-14,returned
232,2,2023-01-14,returned
233,1462,2023-01-14,completed
234,1075,2023-01-14,completed
235,990,2023-01-14,completed
236,1475,2023-01-14,completed
237,1695,2023-01-14,completed
238,1844,2023-01-14,completed
239,620,2023-01-15,completed
240,1723,2023-01-15,completed
241,1684,2023-01-15,completed
242,1358,2023-01-15,completed
243,713,2023-01-15,completed
244,1115,2023-01-15,completed
245,1067,2023-01-15,completed
246,1651,2023-01-15,completed
247,373,2023-01-15,completed
248,477,2023-01-15,completed
249,492,2023-01-15,completed
250,1611,2023-01-15,completed
251,1362,2023-01-15,completed
252,1651,2023-01-16,completed
253,1981,2023-01-16,returned
254,1869,2023-01-16,completed
255,970,2023-01-16,completed
256,218,2023-01-16,completed
257,1242,2023-01-16,completed
258,1395,2023-01-16,completed
259,808,2023-01-16,completed
260,121,2023-01-16,completed
261,80,2023-01-16,completed
262,1346,2023-01-16,completed
263,327,2023-01-16,completed
264,1676,2023-01-16,completed
265,353,2023-01-16,completed
266,264,2023-01-16,completed
267,618,2023-01-16,completed
268,890,2023-01-17,completed
269,1591,2023-01-17,completed
270,667,2023-01-17,completed
271,1368,2023-01-17,completed
272,1522,2023-01-17,completed
273,39,2023-01-17,
274,1290,2023-01-17,completed
275,1091,2023-01-17,completed
276,324,2023-01-17,completed
277,1626,2023-01-17,completed
278,1443,2023-01-17,completed
279,716,2023-01-17,completed
280,693,2023-01-17,completed
281,1452,2023-01-17,completed
282,161,2023-01-18,completed
283,625,2023-01-18,completed
284,1195,2023-01-18,completed
285,1960,2023-01-18,completed
286,1151,2023-01-18,completed
287,1716,2023-01-18,completed
288,767,2023-01-18,completed
289,1896,2023-01-18,completed
290,1556,2023-01-18,completed
291,1964,2023-01-18,completed
292,1593,2023-01-18,returned
293,1863,2023-01-18,completed
294,1736,2023-01-18,cancelled
295,1804,2023-01-19,completed
296,1908,2023-01-19,completed
297,1086,2023-01-19,completed
298,1958,2023-01-19,completed
299,1586,2023-01-19,completed
300,1386,2023-01-19,completed
301,246,2023-01-19,completed
302,1703,2023-01-19,cancelled
303,758,2023-01-19,cancelled
304,1253,2023-01-19,completed
305,925,2023-01-19,completed
306,1750,2023-01-19,cancelled
307,955,2023-01-19,
308,1929,2023-01-19,completed
309,425,2023-01-19,completed
310,73,2023-01-20,completed
311,1489,2023-01-20,completed
312,1130,2023-01-20,completed
313,1581,2023-01-20,completed
314,401,2023-01-20,completed
315,1008,2023-01-20,completed
316,1684,2023-01-20,completed
317,834,2023-01-20,completed
318,415,2023-01-20,completed
319,1810,2023-01-20,completed
320,1798,2023-01-20,completed
321,18,2023-01-20,completed
322,77,2023-01-20,completed
323,951,2023-01-20,cancelled
324,1709,2023-01-20,returned
325,1164,2023-01-20,cancelled
326,608,2023-01-20,completed
327,1023,2023-01-20,cancelled
328,979,2023-01-20,completed
329,665,2023-01-20,completed
330,1919,2023-01-21,completed
331,681,2023-01-21,completed
332,153,2023-01-21,returned
333,1694,2023-01-21,completed
334,492,2023-01-21,completed
335,1536,2023-01-21,completed
336,479,2023-01-21,cancelled
337,1606,2023-01-21,completed
338,989,2023-01-21,completed
339,78,2023-01-21,completed
340,1392,2023-01-21,completed
341,733,2023-01-21,completed
342,12,2023-01-21,cancelled
343,1513,2023-01-21,completed
344,1131,2023-01-21,cancelled
345,1413,2023-01-21,completed
346,1802,2023-01-21,completed
347,975,2023-01-21,completed
348,1594,2023-01-21,completed
349,514,2023-01-21,completed
350,1654,2023-01-21,completed
351,1637,2023-01-21,completed
352,940,2023-01-21,completed
353,1452,2023-01-21,completed
354,1879,2023-01-21,completed
355,919,2023-01-21,completed
356,378,2023-01-22,completed
357,632,2023-01-22,completed
358,1673,2023-01-22,completed
359,376,2023-01-22,completed
360,862,2023-01-22,returned
361,428,2023-01-22,completed
362,1102,2023-01-22,completed
363,1210,2023-01-22,completed
364,1568,2023-01-22,completed
365,857,2023-01-22,cancelled
366,475,2023-01-22,completed
367,40,2023-01-22,completed
368,1234,2023-01-22,completed
369,188,2023-01-23,completed
370,41,2023-01-23,completed
371,1952,2023-01-23,completed
372,258,2023-01-23,completed
373,469,2023-01-23,completed
374,1527,2023-01-23,cancelled
375,827,2023-01-23,completed
376,1430,2023-01-23,completed
377,1931,2023-01-23,completed
378,822,2023-01-23,completed
379,1529,2023-01-23,cancelled
380,904,2023-01-23,completed
381,1125,2023-01-23,completed
382,201,2023-01-23,completed
383,238,2023-01-23,completed
384,515,2023-01-23,cancelled
385,812,2023-01-24,cancelled
386,1513,2023-01-24,completed
387,462,2023-01-24,completed
388,416,2023-01-24,cancelled
389,961,2023-01-24,completed
390,145,2023-01-24,cancelled
391,361,2023-01-24,completed
392,83,2023-01-24,completed
393,1077,2023-01-24,completed
394,1595,2023-01-24,completed
395,1546,2023-01-24,cancelled
396,1788,2023-01-24,completed
397,1338,2023-01-24,cancelled
398,240,2023-01-24,completed
399,1932,2023-01-24,completed
400,1707,2023-01-24,completed
401,74,2023-01-24,cancelled
402,1335,2023-01-25,completed
403,691,2023-01-25,completed
404,1279,2023-01-25,completed
405,1144,2023-01-25,completed
406,899,2023-01-25,completed
407,1815,2023-01-25,cancelled
408,1606,2023-01-25,
409,588,2023-01-25,completed
410,1024,2023-01-25,completed
411,582,2023-01-25,completed
412,612,2023-01-25,completed
413,431,2023-01-25,completed
414,1228,2023-01-25,completed
415,1172,2023-01-26,completed
416,1394,2023-01-26,completed
417,664,2023-01-26,completed
418,1217,2023-01-26,returned
419,917,2023-01-26,completed
420,1187,2023-01-26,completed
421,1587,2023-01-26,completed
422,1563,2023-01-26,returned
423,762,2023-01-26,completed
424,1443,2023-01-26,completed
425,319,2023-01-26,completed
426,1191,2023-01-26,completed
427,568,2023-01-26,completed
428,896,2023-01-26,completed
429,1486,2023-01-26,completed
430,596,2023-01-26,completed
431,537,2023-01-26,completed
432,1446,2023-01-26,completed
433,1974,2023-01-26,completed
434,1222,2023-01-27,completed
435,1377,2023-01-27,completed
436,470,2023-01-27,returned
437,749,2023-01-27,completed
438,1920,2023-01-27,completed
439,835,2023-01-27,completed
440,1325,2023-01-27,returned
441,1312,2023-01-27,completed
442,1833,2023-01-27,completed
443,1315,2023-01-27,completed
444,703,2023-01-27,completed
445,884,2023-01-27,completed
446,1793,2023-01-27,cancelled
447,520,2023-01-27,completed
448,451,2023-01-27,completed
449,388,2023-01-27,completed
450,1623,2023-01-27,completed
451,1538,2023-01-27,completed
452,1845,2023-01-27,returned
453,1903,2023-01-27,completed
454,349,2023-01-27,completed
455,23,2023-01-27,completed
456,1735,2023-01-27,completed
457,44,2023-01-27,completed
458,1716,2023-01-27,completed
459,239,2023-01-28,cancelled
460,289,2023-01-28,returned
461,1440,2023-01-28,completed
462,191,2023-01-28,completed
463,1357,2023-01-28,completed
464,41,2023-01-28,completed
465,814,2023-01-28,completed
466,969,2023-01-28,completed
467,1534,2023-01-28,completed
468,1591,2023-01-28,completed
469,1345,2023-01-28,completed
470,671,2023-01-28,completed
471,1439,2023-01-28,cancelled
472,329,2023-01-28,completed
473,1820,2023-01-28,completed
474,1049,2023-01-28,completed
475,1846,2023-01-28,returned
476,1436,2023-01-28,cancelled
477,936,2023-01-28,completed
478,1470,2023-01-28,cancelled
479,955,2023-01-28,completed
480,27,2023-01-28,completed
481,1245,2023-01-28,completed
482,884,2023-01-29,completed
483,1696,2023-01-29,completed
484,1827,2023-01-29,completed
485,219,2023-01-29,completed
486,1154,2023-01-29,completed
487,803,2023-01-29,
488,1992,2023-01-29,completed
489,814,2023-01-29,
490,1273,2023-01-29,completed
491,1327,2023-01-29,completed
492,907,2023-01-29,cancelled
493,1948,2023-01-29,completed
494,622,2023-01-29,completed
495,1524,2023-01-29,completed
496,283,2023-01-30,cancelled
497,1743,2023-01-30,completed
498,1346,2023-01-30,completed
499,1263,2023-01-30,completed
500,989,2023-01-30,completed
501,210,2023-01-30,completed
502,104,2023-01-30,completed
503,171,2023-01-30,completed
504,918,2023-01-30,completed
505,1116,2023-01-30,completed
506,514,2023-01-30,completed
507,1100,2023-01-30,completed
508,605,2023-01-31,completed
509,1088,2023-01-31,completed
510,1143,2023-01-31,completed
511,1586,2023-01-31,completed
512,743,2023-01-31,returned
513,672,2023-01-31,completed
514,519,2023-01-31,cancelled
515,801,2023-01-31,completed
516,954,2023-01-31,completed
517,283,2023-01-31,completed
518,32,2023-01-31,completed
519,508,2023-01-31,cancelled
520,115,2023-01-31,completed
521,603,2023-01-31,cancelled
522,1246,2023-01-31,completed
523,1869,2023-01-31,completed
524,272,2023-02-01,completed
525,770,2023-02-01,completed
526,1530,2023-02-01,completed
527,1374,2023-02-01,completed
528,535,2023-02-01,cancelled
529,1136,2023-02-01,completed
530,617,2023-02-01,completed
531,1551,2023-02-01,completed
532,888,2023-02-01,completed
533,610,2023-02-01,completed
534,67,2023-02-01,completed
535,163,2023-02-01,completed
536,1686,2023-02-01,completed
537,253,2023-02-01,completed
538,956,2023-02-01,completed
539,1289,2023-02-01,completed
540,100,2023-02-01,completed
541,860,2023-02-02,completed
542,1104,2023-02-02,completed
543,1620,2023-02-02,completed
544,1014,2023-02-02,completed
545,583,2023-02-02,completed
546,20,2023-02-02,completed
547,1713,2023-02-02,completed
548,9,2023-02-02,completed
549,1745,2023-02-02,cancelled
550,174,2023-02-02,completed
551,1175,2023-02-02,completed
552,393,2023-02-02,completed
553,1174,2023-02-02,completed
554,1976,2023-02-02,returned
555,1076,2023-02-02,returned
556,514,2023-02-02,completed
557,1766,2023-02-02,completed
558,1668,2023-02-02,completed
559,948,2023-02-03,completed
560,801,2023-02-03,completed
561,918,2023-02-03,completed
562,1659,2023-02-03,completed
563,1853,2023-02-03,completed
564,875,2023-02-03,completed
565,1758,2023-02-03,completed
566,1996,2023-02-03,completed
567,865,2023-02-03,completed
568,531,2023-02-03,completed
569,1438,2023-02-03,completed
570,1604,2023-02-03,completed
571,148,2023-02-03,completed
572,1901,2023-02-03,cancelled
573,817,2023-02-03,completed
574,1770,2023-02-03,completed
575,1313,2023-02-03,completed
576,17,2023-02-03,completed
577,1364,2023-02-03,completed
578,69,2023-02-03,completed
579,1271,2023-02-03,completed
580,350,2023-02-03,completed
581,642,2023-02-03,completed
582,643,2023-02-03,cancelled
583,910,2023-02-03,completed
584,1015,2023-02-04,completed
585,1061,2023-02-04,cancelled
586,1435,2023-02-04,completed
587,1221,2023-02-04,completed
588,1848,2023-02-04,completed
589,1522,2023-02-04,completed
590,1278,2023-02-04,completed
591,854,2023-02-04,completed
592,1441,2023-02-04,completed
593,859,2023-02-04,completed
594,1716,2023-02-04,completed
595,66,2023-02-04,completed
596,1676,2023-02-04,cancelled
597,23,2023-02-04,completed
598,398,2023-02-04,completed
599,849,2023-02-04,completed
600,227,2023-02-04,completed
601,810,2023-02-04,completed
602,1319,2023-02-04,completed
603,201,2023-02-04,completed
604,209,2023-02-04,completed
605,1048,2023-02-04,completed
606,1556,2023-02-04,completed
607,1432,2023-02-05,completed
608,1556,2023-02-05,completed
609,770,2023-02-05,completed
610,498,2023-02-05,completed
611,1919,2023-02-05,completed
612,28,2023-02-05,completed
613,1125,2023-02-05,completed
614,1261,2023-02-05,completed
615,1794,2023-02-05,completed
616,257,2023-02-05,completed
617,1394,2023-02-05,completed
618,535,2023-02-05,completed
619,877,2023-02-05,completed
620,1068,2023-02-05,returned
621,1799,2023-02-05,returned
622,427,2023-02-05,completed
623,831,2023-02-05,completed
624,729,2023-02-05,
625,1451,2023-02-06,cancelled
626,1214,2023-02-06,completed
627,1440,2023-02-06,completed
628,1405,2023-02-06,completed
629,260,2023-02-06,completed
630,1068,2023-02-06,completed
631,454,2023-02-06,completed
632,1188,2023-02-06,completed
633,1161,2023-02-06,completed
634,1243,2023-02-06,completed
635,1625,2023-02-06,completed
636,364,2023-02-06,returned
637,829,2023-02-06,completed
638,1945,2023-02-06,completed
639,877,2023-02-06,completed
640,847,2023-02-06,completed
641,1164,2023-02-06,completed
642,264,2023-02-06,completed
643,166,2023-02-07,completed
644,993,2023-02-07,completed
645,355,2023-02-07,completed
646,728,2023-02-07,completed
647,526,2023-02-07,completed
648,85,2023-02-07,completed
649,18,2023-02-07,cancelled
650,550,2023-02-07,completed
651,1919,2023-02-07,completed
652,1526,2023-02-07,completed
653,955,2023-02-07,completed
654,812,2023-02-07,cancelled
655,1847,2023-02-08,completed
656,1168,2023-02-08,
657,1156,2023-02-08,completed
658,1785,2023-02-08,completed
659,1218,2023-02-08,completed
660,1499,2023-02-08,completed
661,587,2023-02-08,completed
662,1725,2023-02-08,completed
663,651,2023-02-08,completed
664,1730,2023-02-08,cancelled
665,1922,2023-02-08,completed
666,1839,2023-02-08,completed
667,994,2023-02-08,completed
668,1517,2023-02-09,completed
669,284,2023-02-09,completed
670,874,2023-02-09,completed
671,289,2023-02-09,completed
672,157,2023-02-09,completed
673,1799,2023-02-09,returned
674,1540,2023-02-09,completed
675,632,2023-02-09,completed
676,1931,2023-02-09,completed
677,284,2023-02-09,completed
678,970,2023-02-09,completed
679,195,2023-02-09,cancelled
680,1719,2023-02-09,completed
681,1853,2023-02-09,completed
682,195,2023-02-09,cancelled
683,495,2023-02-09,completed
684,1700,2023-02-09,completed
685,553,2023-02-10,cancelled
686,652,2023-02-10,
687,157,2023-02-10,completed
688,1783,2023-02-10,completed
689,1878,2023-02-10,completed
690,1894,2023-02-10,completed
691,1608,2023-02-10,completed
692,1762,2023-02-10,completed
693,396,2023-02-10,returned
694,1751,2023-02-10,completed
695,149,2023-02-10,cancelled
696,1390,2023-02-10,cancelled
697,1155,2023-02-10,completed
698,1797,2023-02-10,completed
699,275,2023-02-10,returned
700,969,2023-02-10,returned
701,755,2023-02-10,completed
702,1256,2023-02-10,completed
703,1495,2023-02-10,completed
704,1886,2023-02-10,completed
705,477,2023-02-10,cancelled
706,137,2023-02-10,completed
707,682,2023-02-11,completed
708,459,2023-02-11,completed
709,597,2023-02-12,completed
710,1778,2023-02-12,completed
711,354,2023-02-12,completed
712,617,2023-02-12,completed
713,1119,2023-02-12,completed
714,468,2023-02-12,completed
715,1721,2023-02-12,completed
716,1385,2023-02-12,returned
717,1178,2023-02-12,completed
718,695,2023-02-12,completed
719,235,2023-02-12,completed
720,363,2023-02-12,completed
721,1650,2023-02-12,completed
722,243,2023-02-12,returned
723,964,2023-02-12,completed
724,1489,2023-02-12,completed
725,689,2023-02-13,completed
726,1382,2023-02-13,cancelled
727,1102,2023-02-13,completed
728,840,2023-02-13,completed
729,1025,2023-02-13,completed
730,1983,2023-02-13,completed
731,65,2023-02-13,completed
732,891,2023-02-13,completed
733,351,2023-02-13,completed
734,1933,2023-02-13,completed
735,1215,2023-02-13,completed
736,252,2023-02-13,completed
737,587,2023-02-14,completed
738,777,2023-02-14,completed
739,1349,2023-02-14,completed
740,41,2023-02-14,completed
741,1708,2023-02-14,completed
742,804,2023-02-14,completed
743,195,2023-02-14,completed
744,1304,2023-02-14,returned
745,1965,2023-02-14,completed
746,279,2023-02-14,completed
747,956,2023-02-14,completed
748,1906,2023-02-14,completed
749,519,2023-02-14,completed
750,1469,2023-02-14,returned
751,362,2023-02-15,completed
752,946,2023-02-15,completed
753,461,2023-02-15,completed
754,852,2023-02-15,completed
755,1346,2023-02-15,completed
756,4,2023-02-15,completed
757,412,2023-02-15,completed
758,1000,2023-02-15,completed
759,216,2023-02-15,returned
760,1238,2023-02-15,completed
761,503,2023-02-15,completed
762,1829,2023-02-15,cancelled
763,127,2023-02-15,completed
764,1241,2023-02-15,completed
765,591,2023-02-15,completed
766,149,2023-02-15,completed
767,1273,2023-02-15,completed
768,1322,2023-02-16,completed
769,1778,2023-02-16,completed
770,1418,2023-02-16,completed
771,1961,2023-02-16,completed
772,1764,2023-02-16,cancelled
773,1930,2023-02-16,cancelled
774,1946,2023-02-16,completed
775,1303,2023-02-16,completed
776,1472,2023-02-16,completed
777,400,2023-02-16,completed
778,7,2023-02-16,completed
779,437,2023-02-16,completed
780,978,2023-02-16,returned
781,291,2023-02-16,completed
782,1377,2023-02-16,completed
783,1807,2023-02-16,completed
784,317,2023-02-16,completed
785,1190,2023-02-16,cancelled
786,766,2023-02-16,
787,1419,2023-02-16,completed
788,871,2023-02-16,completed
789,1322,2023-02-17,completed
790,1964,2023-02-17,completed
791,1481,2023-02-17,completed
792,1230,2023-02-17,completed
793,319,2023-02-17,completed
794,218,2023-02-17,cancelled
795,1240,2023-02-17,completed
796,1148,2023-02-17,completed
797,298,2023-02-17,completed
798,1020,2023-02-17,completed
799,284,2023-02-17,completed
800,875,2023-02-17,completed
801,335,2023-02-17,completed
802,126,2023-02-17,completed
803,1954,2023-02-17,completed
804,61,2023-02-17,completed
805,1823,2023-02-17,completed
806,1004,2023-02-17,completed
807,1684,2023-02-17,cancelled
808,747,2023-02-17,cancelled
809,114,2023-02-17,completed
810,1282,2023-02-17,completed
811,1407,2023-02-17,completed
812,1709,2023-02-17,completed
813,1761,2023-02-17,completed
814,1207,2023-02-17,completed
815,1516,2023-02-18,completed
816,1562,2023-02-18,completed
817,1319,2023-02-18,completed
818,1812,2023-02-18,completed
819,343,2023-02-18,cancelled
820,335,2023-02-18,cancelled
821,499,2023-02-18,completed
822,1286,2023-02-18,cancelled
823,66,2023-02-18,completed
824,1721,2023-02-18,completed
825,873,2023-02-18,completed
826,266,2023-02-18,completed
827,208,2023-02-18,completed
828,14,2023-02-18,completed
829,737,2023-02-18,completed
830,982,2023-02-18,completed
831,971,2023-02-18,completed
832,292,2023-02-18,cancelled
833,572,2023-02-18,completed
834,1871,2023-02-18,completed
835,1827,2023-02-18,completed
836,701,2023-02-18,completed
837,492,2023-02-18,completed
838,561,2023-02-18,cancelled
839,840,2023-02-19,completed
840,1731,2023-02-19,completed
841,423,2023-02-19,completed
842,1314,2023-02-19,completed
843,1875,2023-02-19,completed
844,1139,2023-02-19,completed
845,447,2023-02-19,completed
846,1262,2023-02-19,completed
847,953,2023-02-19,completed
848,418,2023-02-19,completed
849,972,2023-02-19,completed
850,749,2023-02-19,completed
851,1655,2023-02-19,completed
852,1138,2023-02-19,returned
853,967,2023-02-19,completed
854,1496,2023-02-19,completed
855,1929,2023-02-20,cancelled
856,1616,2023-02-20,completed
857,1110,2023-02-20,completed
858,1233,2023-02-20,completed
859,1020,2023-02-20,completed
860,749,2023-02-20,completed
861,686,2023-02-20,completed
862,1453,2023-02-20,completed
863,1270,2023-02-20,cancelled
864,1552,2023-02-20,cancelled
865,1231,2023-02-20,completed
866,1746,2023-02-20,completed
867,1682,2023-02-20,completed
868,1690,2023-02-20,completed
869,618,2023-02-20,completed
870,1817,2023-02-20,completed
871,88,2023-02-21,completed
872,796,2023-02-21,completed
873,812,2023-02-21,cancelled
874,234,2023-02-21,completed
875,1105,2023-02-21,cancelled
876,167,2023-02-21,completed
877,1903,2023-02-21,completed
878,1973,2023-02-21,completed
879,359,2023-02-21,completed
880,1117,2023-02-21,completed
881,1626,2023-02-21,completed
882,635,2023-02-21,completed
883,357,2023-02-21,completed
884,1798,2023-02-21,completed
885,433,2023-02-21,cancelled
886,1756,2023-02-22,completed
887,1613,2023-02-22,returned
888,1204,2023-02-22,completed
889,658,2023-02-22,completed
890,912,2023-02-22,returned
891,791,2023-02-22,completed
892,1644,2023-02-22,completed
893,49,2023-02-22,completed
894,525,2023-02-22,cancelled
895,1568,2023-02-22,cancelled
896,1460,2023-02-22,completed
897,1308,2023-02-22,
898,1246,2023-02-22,completed
899,1233,2023-02-22,completed
900,1785,2023-02-22,
901,1198,2023-02-22,completed
902,1190,2023-02-23,completed
903,173,2023-02-23,completed
904,231,2023-02-23,completed
905,1359,2023-02-23,completed
906,436,2023-02-23,completed
907,1773,2023-02-23,completed
908,276,2023-02-23,completed
909,1194,2023-02-23,completed
910,672,2023-02-23,completed
911,496,2023-02-23,completed
912,607,2023-02-23,completed
913,1346,2023-02-23,completed
914,764,2023-02-23,completed
915,247,2023-02-23,cancelled
916,1938,2023-02-23,cancelled
917,1316,2023-02-23,completed
918,1071,2023-02-24,completed
919,386,2023-02-24,completed
920,990,2023-02-24,cancelled
921,1467,2023-02-24,completed
922,1738,2023-02-24,completed
923,1752,2023-02-24,completed
924,1954,2023-02-24,completed
925,1470,2023-02-24,completed
926,1604,2023-02-24,completed
927,1146,2023-02-24,completed
928,768,2023-02-24,completed
929,1547,2023-02-24,completed
930,205,2023-02-24,completed
931,1260,2023-02-24,completed
932,1055,2023-02-24,cancelled
933,307,2023-02-24,returned
934,234,2023-02-24,cancelled
935,957,2023-02-24,completed
936,1808,2023-02-24,completed
937,615,2023-02-24,completed
938,308,2023-02-24,completed
939,174,2023-02-24,completed
940,1231,2023-02-24,completed
941,434,2023-02-24,completed
942,274,2023-02-24,completed
943,387,2023-02-24,returned
944,283,2023-02-24,completed
945,777,2023-02-24,cancelled
946,172,2023-02-25,completed
947,262,2023-02-25,completed
948,1659,2023-02-25,completed
949,1864,2023-02-25,
950,1474,2023-02-25,completed
951,1113,2023-02-25,completed
