customer_id,recency,frequency,monetary,cluster,segment
76,18,10,119179.03,2,Casual - عملاء عاديين
77,172,13,107447.4,1,At Risk - عملاء مش نشطين من فترة
78,1,19,240427.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
79,49,14,127606.33,2,Casual - عملاء عاديين
80,29,15,164390.3,2,Casual - عملاء عاديين
81,6,15,138020.99,2,Casual - عملاء عاديين
82,45,12,57071.1,2,Casual - عملاء عاديين
83,177,10,77025.13,1,At Risk - عملاء مش نشطين من فترة
84,80,15,175339.02,0,VIP - عملاء بيإنفقوا كتير ونشطين
85,174,10,100911.14,1,At Risk - عملاء مش نشطين من فترة
86,30,9,39602.39,2,Casual - عملاء عاديين
87,9,16,184617.69,0,VIP - عملاء بيإنفقوا كتير ونشطين
88,3,18,133884.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
89,14,17,175907.67,0,VIP - عملاء بيإنفقوا كتير ونشطين
90,49,10,145952.28,2,Casual - عملاء عاديين
91,61,21,98742.88,0,VIP - عملاء بيإنفقوا كتير ونشطين
92,11,12,65678.08,2,Casual - عملاء عاديين
93,49,13,127000.91,2,Casual - عملاء عاديين
94,82,11,107427.26,2,Casual - عملاء عاديين
95,31,12,73516.78,2,Casual - عملاء عاديين
96,89,14,154554.45,2,Casual - عملاء عاديين
97,20,11,99192.87000000001,2,Casual - عملاء عاديين
98,201,9,123845.7,1,At Risk - عملاء مش نشطين من فترة
99,61,11,167851.66999999998,2,Casual - عملاء عاديين
100,88,17,193622.47,0,VIP - عملاء بيإنفقوا كتير ونشطين
101,12,15,146252.55000000002,2,Casual - عملاء عاديين
102,5,15,160887.87,2,Casual - عملاء عاديين
103,105,18,176425.25,0,VIP - عملاء بيإنفقوا كتير ونشطين
104,46,16,292609.42,0,VIP - عملاء بيإنفقوا كتير ونشطين
105,45,17,195947.37,0,VIP - عملاء بيإنفقوا كتير ونشطين
106,60,25,381008.02,0,VIP - عملاء بيإنفقوا كتير ونشطين
107,49,15,123024.33,2,Casual - عملاء عاديين
108,9,11,142589.45,2,Casual - عملاء عاديين
109,173,8,144133.16,1,At Risk - عملاء مش نشطين من فترة
110,29,12,53989.12,2,Casual - عملاء عاديين
111,27,16,165021.99,0,VIP - عملاء بيإنفقوا كتير ونشطين
112,57,18,255487.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
113,58,13,91971.74,2,Casual - عملاء عاديين
114,23,10,91420.11,2,Casual - عملاء عاديين
115,41,16,190956.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
116,48,11,171951.68,2,Casual - عملاء عاديين
117,154,14,85639.95999999999,1,At Risk - عملاء مش نشطين من فترة
118,42,17,140712.83000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
119,31,17,220857.53,0,VIP - عملاء بيإنفقوا كتير ونشطين
120,7,16,113541.39,2,Casual - عملاء عاديين
121,141,7,65417.380000000005,1,At Risk - عملاء مش نشطين من فترة
122,24,17,147156.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
123,174,10,83091.97,1,At Risk - عملاء مش نشطين من فترة
124,21,16,170573.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
125,17,20,235169.43,0,VIP - عملاء بيإنفقوا كتير ونشطين
126,25,10,58543.16,2,Casual - عملاء عاديين
127,47,12,82137.64,2,Casual - عملاء عاديين
128,153,14,118240.44,1,At Risk - عملاء مش نشطين من فترة
129,68,17,229142.50999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
130,46,9,130421.61,2,Casual - عملاء عاديين
131,205,11,62100.43,1,At Risk - عملاء مش نشطين من فترة
132,73,14,88573.72,2,Casual - عملاء عاديين
133,153,10,103064.6,1,At Risk - عملاء مش نشطين من فترة
134,83,15,105556.63,2,Casual - عملاء عاديين
135,43,15,208179.48,0,VIP - عملاء بيإنفقوا كتير ونشطين
136,94,11,76480.01,1,At Risk - عملاء مش نشطين من فترة
137,64,12,113322.24,2,Casual - عملاء عاديين
138,112,11,276137.47,0,VIP - عملاء بيإنفقوا كتير ونشطين
139,5,10,86864.41,2,Casual - عملاء عاديين
140,116,15,193409.13,1,At Risk - عملاء مش نشطين من فترة
141,172,17,171069.34,1,At Risk - عملاء مش نشطين من فترة
142,5,15,110658.15,2,Casual - عملاء عاديين
143,14,15,227660.57,0,VIP - عملاء بيإنفقوا كتير ونشطين
144,176,9,55601.52,1,At Risk - عملاء مش نشطين من فترة
145,34,17,153950.34,0,VIP - عملاء بيإنفقوا كتير ونشطين
146,23,21,255562.06,0,VIP - عملاء بيإنفقوا كتير ونشطين
147,39,11,176632.53,2,Casual - عملاء عاديين
148,82,15,99793.51,2,Casual - عملاء عاديين
149,36,17,163640.16,0,VIP - عملاء بيإنفقوا كتير ونشطين
150,7,13,105416.53,2,Casual - عملاء عاديين
151,70,17,166667.41,0,VIP - عملاء بيإنفقوا كتير ونشطين
152,130,13,94028.67,1,At Risk - عملاء مش نشطين من فترة
153,78,12,105079.08,2,Casual - عملاء عاديين
154,150,18,281784.61,0,VIP - عملاء بيإنفقوا كتير ونشطين
155,172,14,205822.44,1,At Risk - عملاء مش نشطين من فترة
156,197,10,89353.78,1,At Risk - عملاء مش نشطين من فترة
157,10,24,262956.02,0,VIP - عملاء بيإنفقوا كتير ونشطين
158,65,15,76662.96,2,Casual - عملاء عاديين
159,50,8,114026.48,2,Casual - عملاء عاديين
160,153,11,80818.99,1,At Risk - عملاء مش نشطين من فترة
161,4,8,122482.04000000001,2,Casual - عملاء عاديين
162,11,5,81405.73,2,Casual - عملاء عاديين
163,2,22,226681.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
164,3,16,178929.55,0,VIP - عملاء بيإنفقوا كتير ونشطين
165,43,15,286709.13,0,VIP - عملاء بيإنفقوا كتير ونشطين
166,88,15,96958.34,2,Casual - عملاء عاديين
167,120,14,172769.87,1,At Risk - عملاء مش نشطين من فترة
168,126,6,17683.29,1,At Risk - عملاء مش نشطين من فترة
169,6,18,152442.42,0,VIP - عملاء بيإنفقوا كتير ونشطين
170,9,17,119546.98999999999,2,Casual - عملاء عاديين
171,15,17,183199.02000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
172,29,11,94481.66,2,Casual - عملاء عاديين
173,174,9,57711.28,1,At Risk - عملاء مش نشطين من فترة
174,34,17,124844.61,2,Casual - عملاء عاديين
175,79,13,185774.56,2,Casual - عملاء عاديين
176,57,17,221387.44,0,VIP - عملاء بيإنفقوا كتير ونشطين
177,44,12,226454.86000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
178,9,9,119779.79,2,Casual - عملاء عاديين
179,58,15,112059.95999999999,2,Casual - عملاء عاديين
180,20,15,143654.17,2,Casual - عملاء عاديين
181,189,6,77034.87,1,At Risk - عملاء مش نشطين من فترة
182,37,22,223123.32,0,VIP - عملاء بيإنفقوا كتير ونشطين
183,19,15,176805.57,0,VIP - عملاء بيإنفقوا كتير ونشطين
184,6,21,138624.74,0,VIP - عملاء بيإنفقوا كتير ونشطين
185,5,10,112195.0,2,Casual - عملاء عاديين
186,21,22,296864.35,0,VIP - عملاء بيإنفقوا كتير ونشطين
187,5,15,162181.62,2,Casual - عملاء عاديين
188,23,15,171160.12,0,VIP - عملاء بيإنفقوا كتير ونشطين
189,34,22,235907.03,0,VIP - عملاء بيإنفقوا كتير ونشطين
190,57,14,150771.12,2,Casual - عملاء عاديين
191,163,10,59811.64,1,At Risk - عملاء مش نشطين من فترة
192,19,11,152371.45,2,Casual - عملاء عاديين
193,8,11,76523.09,2,Casual - عملاء عاديين
194,16,21,139367.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
195,36,13,277387.08999999997,0,VIP - عملاء بيإنفقوا كتير ونشطين
196,18,14,146287.61000000002,2,Casual - عملاء عاديين
197,77,17,223100.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
198,36,19,179942.94,0,VIP - عملاء بيإنفقوا كتير ونشطين
199,67,16,149470.41999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
200,6,7,64402.38,2,Casual - عملاء عاديين
201,15,15,117868.06,2,Casual - عملاء عاديين
202,132,9,123509.87,1,At Risk - عملاء مش نشطين من فترة
203,17,13,97122.17,2,Casual - عملاء عاديين
204,62,8,42942.78,2,Casual - عملاء عاديين
205,74,20,227066.42,0,VIP - عملاء بيإنفقوا كتير ونشطين
206,70,19,128177.83,0,VIP - عملاء بيإنفقوا كتير ونشطين
207,4,13,140769.80000000002,2,Casual - عملاء عاديين
208,34,20,190930.48,0,VIP - عملاء بيإنفقوا كتير ونشطين
209,19,15,145288.22999999998,2,Casual - عملاء عاديين
210,38,14,159739.76,2,Casual - عملاء عاديين
211,58,17,183332.97,0,VIP - عملاء بيإنفقوا كتير ونشطين
212,29,22,216017.14,0,VIP - عملاء بيإنفقوا كتير ونشطين
213,45,17,209140.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
214,42,16,116775.97,2,Casual - عملاء عاديين
215,3,13,97917.34,2,Casual - عملاء عاديين
216,4,8,45095.85,2,Casual - عملاء عاديين
217,20,11,74830.25,2,Casual - عملاء عاديين
218,105,19,149997.21,0,VIP - عملاء بيإنفقوا كتير ونشطين
219,72,12,118314.1,2,Casual - عملاء عاديين
220,49,13,125933.94,2,Casual - عملاء عاديين
221,19,14,140036.38999999998,2,Casual - عملاء عاديين
222,10,14,147504.26,2,Casual - عملاء عاديين
223,208,11,167243.96,1,At Risk - عملاء مش نشطين من فترة
224,47,15,190117.24,0,VIP - عملاء بيإنفقوا كتير ونشطين
225,8,21,133411.49,0,VIP - عملاء بيإنفقوا كتير ونشطين
226,170,9,183847.31,1,At Risk - عملاء مش نشطين من فترة
227,105,12,99196.81,1,At Risk - عملاء مش نشطين من فترة
228,170,11,140643.59,1,At Risk - عملاء مش نشطين من فترة
229,48,18,207712.32,0,VIP - عملاء بيإنفقوا كتير ونشطين
230,22,19,257955.53,0,VIP - عملاء بيإنفقوا كتير ونشطين
231,7,16,114881.23,2,Casual - عملاء عاديين
232,79,10,117985.84,2,Casual - عملاء عاديين
233,22,11,196897.03,2,Casual - عملاء عاديين
234,15,22,220184.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
235,11,22,219834.52,0,VIP - عملاء بيإنفقوا كتير ونشطين
236,31,14,86797.09,2,Casual - عملاء عاديين
237,176,6,55566.36,1,At Risk - عملاء مش نشطين من فترة
238,3,17,77293.57,2,Casual - عملاء عاديين
239,27,15,147115.82,2,Casual - عملاء عاديين
240,8,16,217298.3,0,VIP - عملاء بيإنفقوا كتير ونشطين
241,104,13,155050.98,1,At Risk - عملاء مش نشطين من فترة
242,12,16,122049.69,2,Casual - عملاء عاديين
243,73,12,95478.6,2,Casual - عملاء عاديين
244,74,6,54686.05,2,Casual - عملاء عاديين
245,11,9,95785.08,2,Casual - عملاء عاديين
246,31,12,90316.36,2,Casual - عملاء عاديين
247,35,13,139036.95,2,Casual - عملاء عاديين
248,70,6,86433.52,2,Casual - عملاء عاديين
249,6,17,246135.58000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
250,105,17,175463.44,0,VIP - عملاء بيإنفقوا كتير ونشطين
251,62,13,94661.55,2,Casual - عملاء عاديين
252,26,18,272443.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
253,96,13,124526.36,1,At Risk - عملاء مش نشطين من فترة
254,114,17,189592.64,0,VIP - عملاء بيإنفقوا كتير ونشطين
255,20,12,136775.17,2,Casual - عملاء عاديين
256,1,18,196483.07,0,VIP - عملاء بيإنفقوا كتير ونشطين
257,3,20,294283.38,0,VIP - عملاء بيإنفقوا كتير ونشطين
258,23,12,106317.5,2,Casual - عملاء عاديين
259,43,17,134505.84,2,Casual - عملاء عاديين
260,7,19,158750.81,0,VIP - عملاء بيإنفقوا كتير ونشطين
261,82,11,74530.15,2,Casual - عملاء عاديين
262,18,15,318525.08999999997,0,VIP - عملاء بيإنفقوا كتير ونشطين
263,187,13,73213.05,1,At Risk - عملاء مش نشطين من فترة
264,54,19,165815.68,0,VIP - عملاء بيإنفقوا كتير ونشطين
265,30,13,171305.5,2,Casual - عملاء عاديين
266,34,12,174318.26,2,Casual - عملاء عاديين
267,105,12,100309.89,1,At Risk - عملاء مش نشطين من فترة
268,20,21,143681.59,0,VIP - عملاء بيإنفقوا كتير ونشطين
269,14,16,225354.22,0,VIP - عملاء بيإنفقوا كتير ونشطين
270,61,13,209696.38,0,VIP - عملاء بيإنفقوا كتير ونشطين
271,6,10,65958.14,2,Casual - عملاء عاديين
272,111,20,272452.91,0,VIP - عملاء بيإنفقوا كتير ونشطين
273,56,21,223658.4,0,VIP - عملاء بيإنفقوا كتير ونشطين
274,33,13,68184.22,2,Casual - عملاء عاديين
275,97,19,216229.52,0,VIP - عملاء بيإنفقوا كتير ونشطين
276,85,15,197780.33,0,VIP - عملاء بيإنفقوا كتير ونشطين
277,45,16,238694.63,0,VIP - عملاء بيإنفقوا كتير ونشطين
278,59,11,74798.95,2,Casual - عملاء عاديين
279,29,18,181519.09,0,VIP - عملاء بيإنفقوا كتير ونشطين
280,49,8,89633.43,2,Casual - عملاء عاديين
281,5,14,162152.4,2,Casual - عملاء عاديين
282,110,15,110772.16,1,At Risk - عملاء مش نشطين من فترة
283,180,11,91423.28,1,At Risk - عملاء مش نشطين من فترة
284,15,19,222762.56,0,VIP - عملاء بيإنفقوا كتير ونشطين
285,48,12,206635.05,2,Casual - عملاء عاديين
286,184,15,166608.41,1,At Risk - عملاء مش نشطين من فترة
287,127,15,100248.27,1,At Risk - عملاء مش نشطين من فترة
288,34,19,282696.72,0,VIP - عملاء بيإنفقوا كتير ونشطين
289,85,17,171272.54,0,VIP - عملاء بيإنفقوا كتير ونشطين
290,27,10,91324.8,2,Casual - عملاء عاديين
291,16,10,66422.59,2,Casual - عملاء عاديين
292,46,18,144307.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
293,103,19,153444.36,0,VIP - عملاء بيإنفقوا كتير ونشطين
294,68,15,143912.51,2,Casual - عملاء عاديين
295,61,19,175206.11,0,VIP - عملاء بيإنفقوا كتير ونشطين
296,67,20,170272.11000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
297,10,14,151490.29,2,Casual - عملاء عاديين
298,8,9,59786.69,2,Casual - عملاء عاديين
299,5,16,309293.54000000004,0,VIP - عملاء بيإنفقوا كتير ونشطين
300,31,10,100470.23,2,Casual - عملاء عاديين
301,3,22,209921.33,0,VIP - عملاء بيإنفقوا كتير ونشطين
302,26,15,67910.11,2,Casual - عملاء عاديين
303,32,15,199405.04,0,VIP - عملاء بيإنفقوا كتير ونشطين
304,46,17,124009.55,2,Casual - عملاء عاديين
305,42,17,143710.06,0,VIP - عملاء بيإنفقوا كتير ونشطين
306,34,10,167510.54,2,Casual - عملاء عاديين
307,131,8,32260.35,1,At Risk - عملاء مش نشطين من فترة
308,121,12,110142.0,1,At Risk - عملاء مش نشطين من فترة
309,138,10,172895.58,1,At Risk - عملاء مش نشطين من فترة
310,46,9,221713.02,2,Casual - عملاء عاديين
311,4,15,227079.13,0,VIP - عملاء بيإنفقوا كتير ونشطين
312,60,13,124465.69,2,Casual - عملاء عاديين
313,71,15,178114.58000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
314,22,21,260334.84,0,VIP - عملاء بيإنفقوا كتير ونشطين
315,174,11,89405.78,1,At Risk - عملاء مش نشطين من فترة
316,116,11,65590.23,1,At Risk - عملاء مش نشطين من فترة
317,163,9,99016.09,1,At Risk - عملاء مش نشطين من فترة
318,4,18,189063.27000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
319,2,12,147716.17,2,Casual - عملاء عاديين
320,39,11,45481.81,2,Casual - عملاء عاديين
321,15,16,214540.99,0,VIP - عملاء بيإنفقوا كتير ونشطين
322,86,19,314889.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
323,54,11,173085.18,2,Casual - عملاء عاديين
324,87,20,265489.85,0,VIP - عملاء بيإنفقوا كتير ونشطين
325,137,8,99825.64,1,At Risk - عملاء مش نشطين من فترة
326,174,11,120215.43,1,At Risk - عملاء مش نشطين من فترة
327,189,17,141564.36000000002,1,At Risk - عملاء مش نشطين من فترة
328,12,17,230548.78,0,VIP - عملاء بيإنفقوا كتير ونشطين
329,62,19,161905.53,0,VIP - عملاء بيإنفقوا كتير ونشطين
330,50,10,101116.45999999999,2,Casual - عملاء عاديين
331,12,11,76045.43000000001,2,Casual - عملاء عاديين
332,10,21,153200.39,0,VIP - عملاء بيإنفقوا كتير ونشطين
333,14,19,217108.68,0,VIP - عملاء بيإنفقوا كتير ونشطين
334,141,11,116548.26000000001,1,At Risk - عملاء مش نشطين من فترة
335,41,13,64281.130000000005,2,Casual - عملاء عاديين
336,12,11,72522.34,2,Casual - عملاء عاديين
337,6,20,165030.12,0,VIP - عملاء بيإنفقوا كتير ونشطين
338,35,16,309708.17,0,VIP - عملاء بيإنفقوا كتير ونشطين
339,68,15,202874.03,0,VIP - عملاء بيإنفقوا كتير ونشطين
340,23,13,118529.22,2,Casual - عملاء عاديين
341,67,14,224926.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
342,17,11,123898.17,2,Casual - عملاء عاديين
343,12,16,208968.44999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
344,67,17,156715.82,0,VIP - عملاء بيإنفقوا كتير ونشطين
345,3,12,114633.13,2,Casual - عملاء عاديين
346,11,17,163449.71,0,VIP - عملاء بيإنفقوا كتير ونشطين
347,65,10,165282.48,2,Casual - عملاء عاديين
348,105,14,84519.12,1,At Risk - عملاء مش نشطين من فترة
349,61,15,130420.62,2,Casual - عملاء عاديين
350,12,13,154397.46,2,Casual - عملاء عاديين
351,23,14,194698.91,0,VIP - عملاء بيإنفقوا كتير ونشطين
352,96,10,109520.26999999999,1,At Risk - عملاء مش نشطين من فترة
353,47,15,106750.74,2,Casual - عملاء عاديين
354,29,20,250986.80000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
355,5,9,114292.05,2,Casual - عملاء عاديين
356,88,18,348676.0,0,VIP - عملاء بيإنفقوا كتير ونشطين
357,124,12,161903.51,1,At Risk - عملاء مش نشطين من فترة
358,39,24,277522.63,0,VIP - عملاء بيإنفقوا كتير ونشطين
359,105,16,193729.57,0,VIP - عملاء بيإنفقوا كتير ونشطين
360,40,11,43366.14,2,Casual - عملاء عاديين
361,109,16,186969.12,0,VIP - عملاء بيإنفقوا كتير ونشطين
362,97,20,239294.31,0,VIP - عملاء بيإنفقوا كتير ونشطين
363,30,15,144779.22,2,Casual - عملاء عاديين
364,9,17,239139.78,0,VIP - عملاء بيإنفقوا كتير ونشطين
365,2,13,160962.37,2,Casual - عملاء عاديين
366,85,14,101807.84,2,Casual - عملاء عاديين
367,21,14,172604.31,2,Casual - عملاء عاديين
368,50,18,214780.36,0,VIP - عملاء بيإنفقوا كتير ونشطين
369,80,7,97537.14,1,At Risk - عملاء مش نشطين من فترة
370,41,11,126402.40000000001,2,Casual - عملاء عاديين
371,89,17,195087.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
372,21,11,88436.69,2,Casual - عملاء عاديين
373,70,14,169047.16999999998,2,Casual - عملاء عاديين
374,42,10,94784.87000000001,2,Casual - عملاء عاديين
375,1,20,261236.69,0,VIP - عملاء بيإنفقوا كتير ونشطين
376,174,17,147805.08,1,At Risk - عملاء مش نشطين من فترة
377,54,14,181645.25,0,VIP - عملاء بيإنفقوا كتير ونشطين
378,105,13,172402.87,1,At Risk - عملاء مش نشطين من فترة
379,44,16,116588.26,2,Casual - عملاء عاديين
380,173,11,200247.12,1,At Risk - عملاء مش نشطين من فترة
381,76,12,106974.3,2,Casual - عملاء عاديين
382,55,8,79012.88,2,Casual - عملاء عاديين
383,10,12,85646.14,2,Casual - عملاء عاديين
384,2,15,235333.88,0,VIP - عملاء بيإنفقوا كتير ونشطين
385,28,10,165615.83,2,Casual - عملاء عاديين
386,26,16,102659.81,2,Casual - عملاء عاديين
387,7,9,166493.30000000002,2,Casual - عملاء عاديين
388,40,18,204251.19,0,VIP - عملاء بيإنفقوا كتير ونشطين
389,36,15,123677.77,2,Casual - عملاء عاديين
390,18,18,173297.08,0,VIP - عملاء بيإنفقوا كتير ونشطين
391,13,10,79223.91,2,Casual - عملاء عاديين
392,34,17,143891.38,0,VIP - عملاء بيإنفقوا كتير ونشطين
393,74,13,54411.84,2,Casual - عملاء عاديين
394,34,12,164953.29,2,Casual - عملاء عاديين
395,39,7,39420.68,2,Casual - عملاء عاديين
396,138,14,133071.03999999998,1,At Risk - عملاء مش نشطين من فترة
397,7,8,120812.06,2,Casual - عملاء عاديين
398,39,14,139299.73,2,Casual - عملاء عاديين
399,57,18,145794.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
400,141,16,134062.68,1,At Risk - عملاء مش نشطين من فترة
401,13,20,147695.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
402,96,11,157342.41,1,At Risk - عملاء مش نشطين من فترة
403,30,15,177080.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
404,54,12,88576.52,2,Casual - عملاء عاديين
405,20,22,202361.2,0,VIP - عملاء بيإنفقوا كتير ونشطين
406,68,16,178036.04,0,VIP - عملاء بيإنفقوا كتير ونشطين
407,27,18,275929.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
408,6,13,144785.96,2,Casual - عملاء عاديين
409,61,14,236321.34000000003,0,VIP - عملاء بيإنفقوا كتير ونشطين
410,34,16,186221.22,0,VIP - عملاء بيإنفقوا كتير ونشطين
411,49,12,145227.79,2,Casual - عملاء عاديين
412,3,11,153523.24,2,Casual - عملاء عاديين
413,59,16,216802.93,0,VIP - عملاء بيإنفقوا كتير ونشطين
414,146,17,197424.17,1,At Risk - عملاء مش نشطين من فترة
415,55,13,183604.58,2,Casual - عملاء عاديين
416,25,11,147236.96,2,Casual - عملاء عاديين
417,4,12,164889.88,2,Casual - عملاء عاديين
418,16,13,170543.62,2,Casual - عملاء عاديين
419,161,14,203949.52,1,At Risk - عملاء مش نشطين من فترة
420,34,22,249501.87,0,VIP - عملاء بيإنفقوا كتير ونشطين
421,94,16,305891.92,0,VIP - عملاء بيإنفقوا كتير ونشطين
422,59,12,197884.63,2,Casual - عملاء عاديين
423,80,12,133076.65,2,Casual - عملاء عاديين
424,34,10,124859.09999999999,2,Casual - عملاء عاديين
425,18,18,142464.33000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
426,137,10,126116.63,1,At Risk - عملاء مش نشطين من فترة
427,35,10,96773.42,2,Casual - عملاء عاديين
428,1,11,131565.98,2,Casual - عملاء عاديين
429,12,11,98475.65,2,Casual - عملاء عاديين
430,73,13,180471.0,2,Casual - عملاء عاديين
431,3,19,138000.16,0,VIP - عملاء بيإنفقوا كتير ونشطين
432,14,15,178113.4,0,VIP - عملاء بيإنفقوا كتير ونشطين
433,326,7,47110.07,1,At Risk - عملاء مش نشطين من فترة
434,4,11,103275.29000000001,2,Casual - عملاء عاديين
435,8,19,241232.27,0,VIP - عملاء بيإنفقوا كتير ونشطين
436,4,18,168656.08000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
437,36,9,154346.93,2,Casual - عملاء عاديين
