date_id,revenue,n_orders,day_of_week,month,revenue_zscore_by_weekday,anomaly,anomaly_score
2023-03-19,144108.88999999998,14,6,3,-0.5688951488106639,1,0.26695851508851637
2023-03-20,207121.6,18,0,3,-0.358841908801358,1,0.29360867245876554
2023-03-21,210855.48,16,1,3,-0.2960953789518292,1,0.2788013127145376
2023-03-22,119611.01000000001,12,2,3,-0.5047163874485812,1,0.24121206078727614
2023-03-23,111965.23,12,3,3,-0.6827834689395756,1,0.241520237106089
2023-03-24,166659.66999999998,23,4,3,-0.6840166531326688,1,0.24710149619172728
2023-03-25,211115.17,19,5,3,-0.8042965171254169,1,0.23919933780502645
2023-03-26,146219.1,16,6,3,-0.5602851572833386,1,0.27360819217211146
2023-03-27,133127.5,15,0,3,-0.753653935675922,1,0.2549685279191969
2023-03-28,166301.5,14,1,3,-0.49523207607420755,1,0.2703131068115124
2023-03-29,138876.0,11,2,3,-0.4562999920247179,1,0.24015624100594551
2023-03-30,108528.48,15,3,3,-0.6958056707049304,1,0.24844261206636825
2023-03-31,184935.88,20,4,3,-0.6436841929247273,1,0.2628212098157427
2023-04-01,262612.77,20,5,4,-0.6300753563823799,1,0.248881774632063
2023-04-02,148054.65,13,6,4,-0.5527958221233396,1,0.262984628741076
2023-04-03,127344.44,10,0,4,-0.7845107423691207,1,0.22020028891561122
2023-04-04,145174.73,12,1,4,-0.5896594470669706,1,0.2558008829036723
2023-04-05,123689.62,10,2,4,-0.494466104705651,1,0.220025468946365
2023-04-06,135483.0,13,3,4,-0.5936722021872053,1,0.26260778006269525
2023-04-07,285716.4,23,4,4,-0.42127887406290404,1,0.26989935099459
2023-04-08,236823.18,22,5,4,-0.7173239331099754,1,0.2422882365686716
2023-04-09,213565.81,16,6,4,-0.28549989776261364,1,0.2766423333571588
2023-04-10,173550.37,12,0,4,-0.537968695409644,1,0.25500833491481645
2023-04-11,126977.25,13,1,4,-0.6709941799718769,1,0.25626042814789257
2023-04-12,102311.65,13,2,4,-0.5481928000675218,1,0.23979164400081454
2023-04-13,209669.41,14,3,4,-0.31257220967470467,1,0.27066942461108473
2023-04-14,419017.4,31,4,4,-0.1271064346906929,1,0.24955817440777778
2023-04-15,304556.04,26,5,4,-0.48817738085034346,1,0.2578259335043075
2023-04-16,146775.46,16,6,4,-0.5580151202319824,1,0.2743467906369742
2023-04-17,61425.51,13,0,4,-1.1362358983302379,1,0.13006129879784645
2023-04-18,119896.4,13,1,4,-0.7026424655306305,1,0.2496723791997696
2023-04-19,123350.57,12,2,4,-0.49531819852290504,1,0.2456690606054046
2023-04-20,130557.12,16,3,4,-0.6123368717825863,1,0.26771175401167735
2023-04-21,247813.4,24,4,4,-0.5049242928483965,1,0.2748737119348116
2023-04-22,239273.0,20,5,4,-0.7090359646607369,1,0.24285210131007184
2023-04-23,99675.73,11,6,4,-0.750189489720946,1,0.23139149106624224
2023-04-24,163283.85,12,0,4,-0.5927480030861783,1,0.2517894076934192
2023-04-25,95376.71,9,1,4,-0.8122346968209575,1,0.19339415794589543
2023-04-26,162664.06,13,2,4,-0.3965163056938874,1,0.2572899739389617
2023-04-27,105291.6,9,3,4,-0.708070544335611,1,0.20360796250570967
2023-04-28,211673.7,24,4,4,-0.5846784110259037,1,0.2614842309359604
2023-04-29,251689.47,26,5,4,-0.6670298941694693,1,0.23714057330466215
2023-04-30,211034.92,18,6,4,-0.29582633041935963,1,0.29160701619348817
2023-05-01,139654.91,18,0,5,-0.7188254835109346,1,0.25699158216054596
2023-05-02,114169.93000000001,14,1,5,-0.7282372681042812,1,0.25124731437867737
2023-05-03,167247.35,18,2,5,-0.38499767106276434,1,0.27637867122972765
2023-05-04,232600.66,16,3,5,-0.22568332796035462,1,0.271053506342741
2023-05-05,294501.66,20,4,5,-0.4018913123437939,1,0.2665112269694668
2023-05-06,263569.88,27,5,5,-0.6268373644146228,1,0.23676291184401782
2023-05-07,88092.7,12,6,5,-0.7974500894530834,1,0.22526191274386792
2023-05-08,115912.95,17,0,5,-0.8455060073577658,1,0.22720553305635077
2023-05-09,201029.02,19,1,5,-0.34001533377528537,1,0.28869509107045993
2023-05-10,135238.21,10,2,5,-0.46544241458029545,1,0.22632974061470001
2023-05-11,210620.66,16,3,5,-0.3089678248840467,1,0.2795545090453638
2023-05-12,254289.81,25,4,5,-0.49063196699881856,1,0.2728866727696252
2023-05-13,263283.11,24,5,5,-0.6278075339422567,1,0.248287709921177
2023-05-14,195202.75,14,6,5,-0.3604240953617932,1,0.271283541568673
2023-05-15,122521.84,12,0,5,-0.8102428004765275,1,0.23321417342303236
2023-05-16,92858.56,18,1,5,-0.8234897199156108,1,0.22126609965218175
2023-05-17,167494.12,17,2,5,-0.3843774935335392,1,0.27639424678923835
2023-05-18,32870.55,8,3,5,-0.9824814049332249,1,0.1095774593111466
2023-05-19,192297.15,21,4,5,-0.6274391328518286,1,0.2643265886308174
2023-05-20,223492.72,21,5,5,-0.7624221166066554,1,0.24086977361254536
2023-05-21,238872.28,18,6,5,-0.1822454859806061,1,0.28389678052025213
2023-05-22,88161.98,15,0,5,-0.9935774983744176,1,0.19261757128241636
2023-05-23,178564.41,16,1,5,-0.44042226122693723,1,0.27901352365942944
2023-05-24,90418.22,16,2,5,-0.5780831353246924,1,0.24000879553939075
2023-05-25,251770.74,17,3,5,-0.15304590899825585,1,0.27006463247628115
2023-05-26,229996.26,18,4,5,-0.5442436643192495,1,0.2717518726947832
2023-05-27,151939.48,19,5,5,-1.0044933690091968,1,0.20874610675835242
2023-05-28,132563.38999999998,12,6,5,-0.6160026201896894,1,0.2551900292037268
2023-05-29,193942.31,19,0,5,-0.42916295058263076,1,0.28712156116892584
2023-05-30,127352.15,14,1,5,-0.6693185418414298,1,0.2587479613709815
2023-05-31,840612.29,88,2,5,1.3072899034237009,1,0.054322970069230925
2023-06-01,157292.53,18,3,6,-0.5110336337526206,1,0.27572087730666545
2023-06-02,1756145.93,166,4,6,2.8237068482125016,-1,-0.09096136407232691
2023-06-03,170411.47,21,5,6,-0.9420009122921115,1,0.21392797611164321
2023-06-04,191876.81,11,6,6,-0.3739944581315612,1,0.24310091704786962
2023-06-05,285408.46,18,0,6,0.058875096665905326,1,0.24151267164714507
2023-06-06,53134.2,11,1,6,-1.0010401395571404,1,0.15289703071551664
2023-06-07,155527.8,18,2,6,-0.41445101451063215,1,0.27625419400308493
2023-06-08,162276.69,14,3,6,-0.4921481351999732,1,0.2695453386138764
2023-06-09,193072.68,17,4,6,-0.6257276711830765,1,0.26242681052222444
2023-06-10,171716.74,22,5,6,-0.9375850627285771,1,0.209772578553386
2023-06-11,246519.15,18,6,6,-0.15104504341301453,1,0.2783772771742363
2023-06-12,108513.1,10,0,6,-0.8849895577633758,1,0.20286669725205247
2023-06-13,200256.46,17,1,6,-0.3434683372270278,1,0.28700863991127457
2023-06-14,131294.36000000002,12,2,6,-0.4753540211314747,1,0.2512912357199934
2023-06-15,125730.33,17,3,6,-0.6306260791031645,1,0.25819594897872594
2023-06-16,283858.33,28,4,6,-0.4253793158032085,1,0.2678052853273361
2023-06-17,268333.69,23,5,6,-0.610720953013717,1,0.25092234186018647
2023-06-18,119163.06,17,6,6,-0.6706780921869608,1,0.2492471128694249
2023-06-19,133259.2,17,0,6,-0.752951220946783,1,0.252734497727978
2023-06-20,187577.78,15,1,6,-0.4001364611313693,1,0.27511200590553164
2023-06-21,185362.17,14,2,6,-0.3394718603485045,1,0.26788868847388114
2023-06-22,149460.21,16,3,6,-0.5407111055881698,1,0.2750681350181694
2023-06-23,277430.39,21,4,6,-0.43956467667775717,1,0.27218256494049314
2023-06-24,281008.3,33,5,6,-0.5678415709422165,1,0.21933747114202068
2023-06-25,136956.13999999998,16,6,6,-0.5980795033995795,1,0.2704875705981198
2023-06-26,72811.1,10,0,6,-1.0754855430307915,1,0.14965889925445086
2023-06-27,96932.16,12,1,6,-0.8052825193602907,1,0.22927826279462948
2023-06-28,133543.1,16,2,6,-0.4697025318213085,1,0.2676510045275793
2023-06-29,146367.32,14,3,6,-0.5524303861928248,1,0.2675266366018186
2023-06-30,289079.1,33,4,6,-0.4138579720300842,1,0.25077081033366433
2023-07-01,387918.93,35,5,7,-0.20615298634081053,1,0.24780249904196494
2023-07-02,84180.77,15,6,7,-0.8134113843741999,1,0.22322454797199798
2023-07-03,190689.57,15,0,7,-0.44651867046159366,1,0.2755587167177364
2023-07-04,257377.04,18,1,7,-0.08816446451095207,1,0.2731548563646118
2023-07-05,84820.31,16,2,7,-0.5921516930611459,1,0.23555145283658613
2023-07-06,222656.93,17,3,7,-0.26336115100835394,1,0.2861431133357433
2023-07-07,433649.64,29,4,7,-0.09481559115403798,1,0.24054345583779457
2023-07-08,327084.92,33,5,7,-0.41196008870778544,1,0.25220185497143605
2023-07-09,175184.41999999998,16,6,7,-0.44210205712446166,1,0.2795567891363281
2023-07-10,78044.07,11,0,7,-1.047563864244594,1,0.16251566841876658
2023-07-11,131428.8,13,1,7,-0.6510977091274065,1,0.25692594535463836
2023-07-12,184509.79,12,2,7,-0.34161404506447857,1,0.25325071863371845
2023-07-13,127660.94,13,3,7,-0.6233107978199138,1,0.2608560876778695
2023-07-14,297740.08999999997,31,4,7,-0.39474465288260346,1,0.264134518021627
2023-07-15,221644.96,21,5,7,-0.7686732601934353,1,0.2407501064276047
2023-07-16,123500.82,19,6,7,-0.6529793433195161,1,0.24975597171085645
2023-07-17,157892.92,10,0,7,-0.6215125126894965,1,0.22975352731218673
2023-07-18,80262.63,13,1,7,-0.8797879877108712,1,0.20674070616264068
2023-07-19,267076.65,19,2,7,-0.13410863018148278,1,0.27832693519724266
2023-07-20,150500.64,16,3,7,-0.5367688085392928,1,0.27546806058506135
2023-07-21,222808.73,12,4,7,-0.5601053100170384,1,0.24300558414806428
2023-07-22,328361.94,25,5,7,-0.40763981151638085,1,0.2566366372114603
2023-07-23,611209.38,71,6,7,1.3369489431562316,1,0.1128329966355629
2023-07-24,156761.06,17,0,7,-0.6275518042105536,1,0.2688043951010621
2023-07-25,220079.28,14,1,7,-0.2548690492969388,1,0.2663673026718288
2023-07-26,149301.84,15,2,7,-0.43009797520218485,1,0.2702816032157946
2023-07-27,212815.16,20,3,7,-0.300652637054245,1,0.2897680326971755
2023-07-28,326444.58,27,4,7,-0.3313987676736759,1,0.2674539286022974
2023-07-29,226779.43,25,5,7,-0.7513028716083303,1,0.22652063275406353
2023-07-30,158301.3,17,6,7,-0.5109878647714803,1,0.2747235290313556
2023-07-31,164246.53,17,0,7,-0.5876114091951572,1,0.2713171031180207
2023-08-01,311016.83,16,1,8,0.15158180765009793,1,0.21859436262235177
2023-08-02,187162.74,20,2,8,-0.33494670310168817,1,0.28331907308228915
2023-08-03,210621.12,19,3,8,-0.308966081896395,1,0.2903339501683638
2023-08-04,347732.8,33,4,8,-0.28441931810246274,1,0.2636821170343057
2023-08-05,353144.98,28,5,8,-0.3237964868655017,1,0.25868197916917934
2023-08-06,148879.49,15,6,8,-0.5494303440849457,1,0.2720593624189967
2023-08-07,145203.61000000002,13,0,8,-0.68921915687788,1,0.25408978345090205
2023-08-08,176756.5,17,1,8,-0.44850282386341817,1,0.2841231292215503
2023-08-09,223903.03,17,2,8,-0.24261172609794138,1,0.28170853271150403
2023-08-10,211730.3,15,3,8,-0.3047632839756571,1,0.2731144109740334
2023-08-11,205345.08000000002,26,4,8,-0.5986445896986801,1,0.24567040872252388
2023-08-12,138577.99,17,5,8,-1.0496965298760426,1,0.19140382254291727
2023-08-13,88221.78,8,6,8,-0.7969234225780581,1,0.1751584734990419
2023-08-14,125317.97,16,0,8,-0.7953234251114001,1,0.24545326337393958
2023-08-15,197375.79,16,1,8,-0.35634366529647343,1,0.2805519668764288
2023-08-16,260787.84,21,2,8,-0.14991354426166384,1,0.28713244269057797
2023-08-17,97722.84,13,3,8,-0.7367493600287941,1,0.2399772785623404
2023-08-18,166683.93,21,4,8,-0.6839631154744429,1,0.2586608223108604
2023-08-19,278726.76,25,5,8,-0.5755602325319151,1,0.24823590429537662
2023-08-20,233733.59,21,6,8,-0.2032121562937744,1,0.2918770890408308
2023-08-21,154365.33,20,0,8,-0.6403347560559602,1,0.2639460297245647
2023-08-22,109408.3,16,1,8,-0.7495196601850523,1,0.24740802571359616
2023-08-23,192840.32,18,2,8,-0.3206779202821477,1,0.28507311974160227
2023-08-24,152767.25,14,3,8,-0.5281803884495654,1,0.2677111392627758
2023-08-25,135091.19,25,4,8,-0.7536828729575228,1,0.21754874974485833
2023-08-26,261759.12,21,5,8,-0.6329633335671088,1,0.24894969989398236
2023-08-27,163128.92,16,6,8,-0.4912904094010924,1,0.27310785587436426
2023-08-28,203738.83,17,0,8,-0.37689143275192266,1,0.28829443959623335
2023-08-29,141982.77,17,1,8,-0.6039261045405959,1,0.2683030130136656
2023-08-30,158657.14,14,2,8,-0.4065864185333846,1,0.2670890898142916
2023-08-31,144690.28,20,3,8,-0.5587848644785806,1,0.2687109344810272
2023-09-01,257393.76,29,4,9,-0.48378208182774424,1,0.25885611437158346
2023-09-02,289597.97,24,5,9,-0.5387819200497547,1,0.2563100601404105
2023-09-03,266052.03,20,6,9,-0.07134779465376274,1,0.2808132751109617
2023-09-04,229285.73,21,0,9,-0.2405802488958881,1,0.2930269261847034
2023-09-05,217940.15,19,1,9,-0.2644300196729949,1,0.2900351064795153
2023-09-06,273724.73,17,2,9,-0.11740080577620277,1,0.25863074453785356
2023-09-07,2352.3,1,3,9,-1.0981182155902525,1,0.043474851208214704
2023-09-08,301448.84,26,4,9,-0.38656007786424873,1,0.2709662408044428
2023-09-09,245161.66999999998,27,5,9,-0.6891140474717281,1,0.22542513879231518
2023-09-10,276455.39,20,6,9,-0.028900435644131445,1,0.26828360362677495
2023-09-11,221121.96,19,0,9,-0.2841398648738886,1,0.2913075760901267
2023-09-12,133250.35,14,1,9,-0.6429561816893803,1,0.26162260897469586
2023-09-13,147774.58,15,2,9,-0.43393625511175393,1,0.2701202497044859
2023-09-14,193462.27,15,3,9,-0.3739827420437606,1,0.2764360988644764
2023-09-15,272156.68,30,4,9,-0.45120284994908766,1,0.2578437464374668
2023-09-16,275960.02,29,5,9,-0.584920370757273,1,0.23453755282143507
2023-09-17,188034.34,17,6,9,-0.38967234523474115,1,0.2827317686426374
2023-09-18,191202.37,17,0,9,-0.44378251166810506,1,0.28261920368347104
2023-09-19,191823.77,21,1,9,-0.3811587530878983,1,0.2884025885189467
2023-09-20,220787.83,17,2,9,-0.250440785704223,1,0.2810930532242799
2023-09-21,151879.09,16,3,9,-0.5315457186946857,1,0.274821303957423
2023-09-22,148858.2,29,4,9,-0.7233014436016918,1,0.20165075977767805
2023-09-23,368098.08,31,5,9,-0.27320876163739954,1,0.25830669233244874
2023-09-24,207346.2,19,6,9,-0.3108768931342909,1,0.29020753231436847
2023-09-25,133894.73,14,0,9,-0.7495602088601492,1,0.25272178957974134
2023-09-26,378879.55,25,1,9,0.45489832210157366,1,0.22856154275281676
2023-09-27,118914.55,16,2,9,-0.5064667170753759,1,0.2563447686854889
2023-09-28,189129.03,16,3,9,-0.39040183728714634,1,0.2796335690790861
2023-09-29,297201.06,30,4,9,-0.39593419962264886,1,0.2663004835321772
2023-09-30,331355.63,28,5,9,-0.39751188037580687,1,0.2593026042735813
2023-10-01,354870.65,20,6,10,0.29104626360049585,1,0.2289858018251834
2023-10-02,138156.92,16,0,10,-0.7268183433218901,1,0.259897564652598
2023-10-03,150004.74,16,1,10,-0.5680714264576321,1,0.273666731540602
2023-10-04,192462.59,16,2,10,-0.32162722391757426,1,0.2750124806210302
2023-10-05,248841.1,17,3,10,-0.1641466184417283,1,0.27239942219798097
2023-10-06,309021.87,26,4,10,-0.36984769979852583,1,0.270772945623311
2023-10-07,268711.03,24,5,10,-0.6094443767694885,1,0.25063662161585565
2023-10-08,126265.92,15,6,10,-0.6416972967117346,1,0.2619445165514681
2023-10-09,179096.45,17,0,10,-0.5083763483710492,1,0.2787810786903606
2023-10-10,242152.03,20,1,10,-0.15621356371724482,1,0.28637094887019476
2023-10-11,329371.15,21,2,10,0.02244868673027552,1,0.2515520250896408
2023-10-12,121105.02,13,3,10,-0.6481518578322873,1,0.251683764631979
2023-10-13,339256.37,30,4,10,-0.30312534499099164,1,0.26314968500470987
2023-10-14,327788.08999999997,25,5,10,-0.40958119933042264,1,0.25708134483031975
2023-10-15,201070.13,16,6,10,-0.33648425426180906,1,0.27913719418894356
2023-10-16,189655.39,15,0,10,-0.45203676855256486,1,0.2755587167177364
2023-10-17,124165.74,13,1,10,-0.6835603932557752,1,0.25242820095988683
2023-10-18,193280.35,18,2,10,-0.31957204550731716,1,0.28496395424360643
2023-10-19,194596.4,19,3,10,-0.3696854059884345,1,0.2889913685898036
2023-10-20,399030.09,28,4,10,-0.17121499906146723,1,0.24579515575098448
2023-10-21,365460.07,35,5,10,-0.2821333943241993,1,0.2538288358222149
2023-10-22,268103.15,29,6,10,-0.06297889969945616,1,0.2746925025532725
2023-10-23,72558.06999999999,17,0,10,-1.076835641040769,1,0.15286286925319537
2023-10-24,132486.88999999998,18,1,10,-0.6463685121430245,1,0.2573979092657019
2023-10-25,112426.27,13,2,10,-0.5227729352514945,1,0.2458002480874522
2023-10-26,136173.87,16,3,10,-0.591054424189495,1,0.2708267634381005
2023-10-27,356843.16,32,4,10,-0.2643143164538704,1,0.2588606354019628
2023-10-28,389389.82,42,5,10,-0.20117682894463423,1,0.2347470616643869
2023-10-29,248618.26,20,6,10,-0.14248034164640183,1,0.28763370992185244
2023-10-30,275816.86,26,0,10,0.007696975207977177,1,0.2711052563053964
2023-10-31,244952.5,24,1,10,-0.14369669437829222,1,0.29003514476916215
2023-11-01,459508.8,46,2,11,0.3495080790233588,1,0.23124598201279473
2023-11-02,2193848.7399999998,202,3,11,7.2056888142305935,-1,-0.14206314732854497
2023-11-03,722017.01,63,4,11,0.5415617253570832,1,0.12625857857670586
2023-11-04,794851.08,62,5,11,1.1705362480440866,1,0.11208378699503219
2023-11-05,374829.24,39,6,11,0.37248047668704065,1,0.2467769400662418
2023-11-06,551890.54,44,0,11,1.4807496803225713,1,0.13754145240084314
2023-11-07,420361.08,47,1,11,0.6403025188934844,1,0.20847732679481934
2023-11-08,821012.55,57,2,11,1.258032220858337,1,0.10805666474982978
2023-11-09,379085.77,36,3,11,0.32936392832543715,1,0.25395050970620037
2023-11-10,543692.41,58,4,11,0.1480299245298292,1,0.17741525761715465
2023-11-11,947260.4,83,5,11,1.6861511240471816,1,0.05755057145055564
2023-11-12,470805.76,40,6,11,0.7640799023471221,1,0.2085293301224379
2023-11-13,479916.45,36,0,11,1.0967158674192141,1,0.16223054599530762
2023-11-14,562251.08,46,1,11,1.2744884200115045,1,0.15472112954242123
2023-11-15,651628.09,59,2,11,0.8323385146058259,1,0.1542664357649729
2023-11-16,439707.12,41,3,11,0.5590645032838112,1,0.22630899836432145
2023-11-17,696739.77,69,4,11,0.4857791929575001,1,0.1070445087827645
2023-11-18,767092.71,78,5,11,1.0766271058367858,1,0.08311103164034372
2023-11-19,633908.28,47,6,11,1.4295640557183003,1,0.13849078256987557
2023-11-20,476848.23,41,0,11,1.0803446951622764,1,0.172428655792829
2023-11-21,671900.16,55,1,11,1.7645715872999812,1,0.11113754463078285
2023-11-22,519282.0,39,2,11,0.49972891417300946,1,0.21396306838725043
2023-11-23,352499.4,34,3,11,0.22862541829463004,1,0.26376832271978884
2023-11-24,707645.34,70,4,11,0.509845915109955,1,0.10264085244841348
2023-11-25,460171.41,62,5,11,0.03828385988431588,1,0.1603616212668787
2023-11-26,356717.88,36,6,11,0.2985832550132087,1,0.2561435559539699
2023-11-27,319698.62,34,0,11,0.24183789466538214,1,0.25863184566390246
2023-11-28,314465.42,33,1,11,0.16699548836569855,1,0.2606867924354097
2023-11-29,534846.13,51,2,11,0.5388443807529772,1,0.20184588378785473
2023-11-30,625116.29,40,3,11,1.2615990550804133,1,0.1329848180308737
2023-12-01,489426.15,52,4,12,0.028273598022101203,1,0.20320148100685437
2023-12-02,747328.39,64,5,12,1.009762576777241,1,0.12470591417269627
2023-12-03,366343.69,40,6,12,0.3378580866857164,1,0.24248046232720477
2023-12-04,417762.37,40,0,12,0.7650789084816259,1,0.21361852304685597
2023-12-05,407873.98,38,1,12,0.5844906733381185,1,0.23224150849901282
2023-12-06,514269.96,46,2,12,0.4871327534420556,1,0.21756157225995038
2023-12-07,504110.26,56,3,12,0.8030946723104769,1,0.1770519206699414
2023-12-08,617273.17,55,4,12,0.3104100391580857,1,0.17704360990598517
2023-12-09,394153.69,49,5,12,-0.1850602145581593,1,0.20155283460893608
2023-12-10,341011.59,35,6,12,0.23449910043820776,1,0.2577700403195375
2023-12-11,536343.14,41,0,12,1.3977930593672572,1,0.14313504479239303
2023-12-12,520096.49,46,1,12,1.086075941010795,1,0.17927413168486528
2023-12-13,461424.77999999997,47,2,12,0.3543232824210358,1,0.22837600970286848
2023-12-14,450314.27999999997,39,3,12,0.5992561313269917,1,0.2265104549621697
2023-12-15,480385.65,62,4,12,0.008322765409108994,1,0.15693969502484983
2023-12-16,993362.31,73,5,12,1.842118164698999,1,0.059736245262019816
2023-12-17,627280.45,50,6,12,1.4025214579936411,1,0.1425332582348866
2023-12-18,448504.34,46,0,12,0.9291095472192692,1,0.18282291023959235
2023-12-19,468226.71,45,1,12,0.8542408351534869,1,0.19405926389014955
2023-12-20,426777.08,48,2,12,0.26724736160678214,1,0.22090758488716655
2023-12-21,555014.97,60,3,12,0.9959778917552647,1,0.1565827682300941
2023-12-22,936015.3099999999,75,4,12,1.0138192623035893,1,0.0678793138523659
2023-12-23,561453.24,58,5,12,0.38092969162752255,1,0.18714088517277438
2023-12-24,567710.69,41,6,12,1.1594673880741557,1,0.1522059196421497
